fragment_smiles,occurences,example_ligands
Nc1cncs1,798,248:24800:0:PV-005535362215;248:24800:3:PV-005535467685;248:24800:3:PV-005535468687;
C1COC2(CCN1)CCSC2,4,248:24807:3:PV-005537739563;248:24813:6:PV-005539747386;248:24854:8:PV-005552895472;
Cc1cc2cncnc2[nH]1,8,248:24807:3:PV-005537754948;248:24814:7:PV-005540098746;248:24820:5:PV-005541919640;
CC1(C)CNCCOC1,28,248:24807:4:PV-005537757817;248:24808:5:PV-004035879947;248:24817:7:PV-004036147169;
Oc1cc2cncnc2cc1F,9,248:24807:4:PV-005537760017;248:24808:7:PV-005538134553;248:24830:3:PV-005545044353;
NC1CCc2ccccc2NC1,2,248:24807:4:PV-005537761305;248:24813:5:PV-005539676344;
CN1CCC2NCCC2C1,19,248:24807:4:PV-003512239195;248:24808:9:PV-003512404948;248:24815:7:PV-003513134875;
Cc1c[nH]c2c1C(=O)CC(C)(C)C2,20,248:24807:4:PV-004035842486;248:24826:2:PV-004036399530;248:24837:5:PV-004036731397;
Oc1ccc2c(c1)CNCCC2,17,248:24807:4:PV-004035842489;248:24807:7:PV-005537820001;248:24816:6:PV-005540708814;
CC1CCNCC1(C)C,18,248:24807:4:PV-002890266688;248:24810:1:PV-005538594318;248:24810:5:PV-002526955321;
c1noc2c1CNCC2,47,248:24807:4:PV-003512246752;248:24807:4:PV-003512246753;248:24814:0:PV-005539858776;
O=C1CCC(F)(F)CN1,1,248:24807:4:PV-004035843833;
C1CC2(C1)CNC21CCC1,4,248:24807:4:PV-004035845501;248:24850:6:PV-003516895477;248:24853:0:PV-005552337773;
CC1(C)CNCc2ccccc2O1,20,248:24807:4:PV-002578684935;248:24810:8:PV-002423461437;248:24815:2:PV-001946667054;
Cc1cnc2c(c1)NCCN2,4,248:24807:4:PV-003512255923;248:24820:7:PV-002371781373;248:24821:5:PV-005542256526;
CC1(C)OCOC1(C)C,16,248:24807:5:PV-004035847101;248:24809:8:PV-002890368774;248:24810:2:PV-005538620572;
Cc1cnc(N)nc1C,4,248:24807:5:PV-002890272188;248:24815:8:PV-004036092637;248:24871:2:PV-002892928087;
Cc1ccc2c(=O)ccn(C)c2n1,18,248:24807:5:PV-003512260614;248:24814:0:PV-005539829100;248:24814:0:PV-005539829101;
N=c1cc[nH]cn1,16,248:24807:5:PV-004035847571;248:24807:9:PV-002890291113;248:24817:5:PV-005540950360;
O=C1CCC2(CCC2)CC1,7,248:24807:5:PV-002890272649;248:24813:3:PV-002890518459;248:24814:1:PV-005539917664;
Cc1ccc2c(c1F)CNCC2,39,248:24807:5:PV-002423440533;248:24809:9:PV-002164705618;248:24812:8:PV-002890488270;
Oc1cccc2c1NCCC2,2,248:24807:5:PV-002268187444;248:24833:0:PV-002891336516;
Fc1cccc2c1NCCO2,11,248:24807:5:PV-004035848736;248:24826:6:PV-002891069961;248:24827:0:PV-003514350235;
O=c1[nH]cnc2cc(F)c(O)cc12,3,248:24807:5:PV-002890274356;248:24837:8:PV-002891534273;248:24872:2:PV-002892973367;
CC1(C)CCc2ccccc2N1,8,248:24807:5:PV-002890274550;248:24827:1:PV-002891093992;248:24837:1:PV-005547231136;
c1ccc2c(c1)C1CCC2CC1,8,248:24807:5:PV-003512269450;248:24829:6:PV-003514661951;248:24831:0:PV-003514777305;
CC1(C)OCCC1O,12,248:24807:5:PV-004035850017;248:24809:3:PV-005538353249;248:24829:8:PV-005544908584;
Cc1cc(C)c2c(c1)CNCC2,14,248:24807:5:PV-002423440882;248:24810:8:PV-003512613586;248:24811:3:PV-002890430346;
C1CCC2CNC2CC1,7,248:24807:5:PV-003512271220;248:24816:8:PV-004036125291;248:24823:2:PV-002423541709;
O=C1CC2CCCC(C1)N2,1,248:24807:5:PV-002890276898;
c1ccc2c(c1)CC1(CCNCC1)C2,18,248:24807:5:PV-003512272731;248:24808:4:PV-002890312754;248:24813:0:PV-005539540230;
C1=CCNCCC1,3,248:24807:5:PV-003512274378;248:24822:1:PV-004036277494;248:24827:0:PV-003514348468;
Fc1ccc2c(c1)C1(CCO2)CC1,19,248:24807:5:PV-004035851400;248:24813:4:PV-004036025946;248:24813:7:PV-005539782186;
O=c1cc(O)c2ccccc2[nH]1,63,248:24807:5:PV-003512275707;248:24808:4:PV-003512354485;248:24808:4:PV-003512354487;
O=C1CCn2cncc2N1,16,248:24807:5:PV-002890278655;248:24808:9:PV-004035885656;248:24814:0:PV-005539812201;
CN1CCNc2cncnc21,9,248:24807:5:PV-002890279289;248:24807:8:PV-005537873214;248:24810:5:PV-002890401414;
Fc1cccc2c(Cl)ccnc12,4,248:24807:5:PV-002112942550;248:24817:9:PV-005541067137;248:24833:3:PV-005546027499;
Cc1ccc2cnoc2n1,43,248:24807:5:PV-004035852740;248:24814:8:PV-003513041594;248:24814:8:PV-004036064322;
O=C1NCCn2cnnc21,23,248:24807:5:PV-001871662378;248:24816:5:PV-005540658477;248:24818:6:PV-005541358313;
O=C1NCCCc2cc[nH]c21,29,248:24807:6:PV-003512282626;248:24810:5:PV-002890402676;248:24811:4:PV-002890433161;
CN1CCC2(CCNC2)C1,14,248:24807:6:PV-002890282041;248:24811:5:PV-004035968470;248:24837:6:PV-005547386794;
Cn1cnc2cncnc21,12,248:24807:6:PV-003512286187;248:24832:5:PV-002371856682;248:24842:1:PV-005548815648;
CN1CCCC12CCC2,24,248:24807:6:PV-002890282291;248:24810:7:PV-005538822497;248:24811:6:PV-005539089296;
Cc1cc(Cl)c2c(c1)CCNC2,27,248:24807:6:PV-005537773996;248:24818:4:PV-002113012682;248:24820:9:PV-005542076707;
Cc1cccc2c1N(C)C(=O)C2(C)C,11,248:24807:6:PV-005537778916;248:24824:1:PV-002268294463;248:24827:0:PV-002371821248;
CC1CCC2(CC2)NC1,9,248:24807:6:PV-005537778916;248:24811:0:PV-005538867087;248:24818:6:PV-005541342521;
FC=C1CNC1,19,248:24807:6:PV-005537783318;248:24811:7:PV-005539122788;248:24811:9:PV-003512748313;
CC1CCCC(C)(C)N1,10,248:24807:6:PV-005537789368;248:24818:3:PV-004036167181;248:24830:9:PV-003514774008;
Fc1ccc(Cl)c2c1CCCN2,10,248:24807:6:PV-005537791061;248:24814:6:PV-005540059700;248:24816:5:PV-005540668981;
O=S1(=O)CCCC2(CCN2)C1,5,248:24807:6:PV-005537793332;248:24815:5:PV-005540303477;248:24817:5:PV-005540954048;
NC1CCCC1,30,248:24807:6:PV-005537794258;248:24817:8:PV-004036150733;248:24822:4:PV-005542530961;
C1COC2CC2N1,17,248:24807:7:PV-005537810059;248:24811:3:PV-005539004277;248:24816:1:PV-005540535178;
CC1CNCC(C)(C)C1,17,248:24807:7:PV-005537812391;248:24812:1:PV-005539210407;248:24812:1:PV-005539210408;
c1ccc2c(c1)NCCCO2,8,248:24807:7:PV-005537822490;248:24811:5:PV-004035968153;248:24819:3:PV-002890767964;
c1nc2c[nH]cnc-2n1,3,248:24807:7:PV-005537826741;248:24816:4:PV-002578742956;248:24823:0:PV-005542755839;
Clc1cnc2[nH]ccc2c1,17,248:24807:7:PV-005537845975;248:24807:7:PV-005537845976;248:24810:4:PV-002216455398;
c1ccc2c(c1)CC1(CCC1)C2,15,248:24807:7:PV-005537849084;248:24811:5:PV-005539039298;248:24821:7:PV-004036266520;
Cc1ccc(=O)n(C)c1,7,248:24807:8:PV-005537877029;248:24820:7:PV-004036235438;248:24823:2:PV-002164791321;
Cc1cc(C)c2c(C)nn(C)c2n1,6,248:24807:8:PV-005537886332;248:24817:7:PV-002890697201;248:24821:8:PV-002164783025;
Clc1ccnn2ccnc12,8,248:24807:8:PV-005537896730;248:24830:7:PV-005545178945;248:24835:3:PV-005546690842;
Nc1ncnc2c1CNCC2,19,248:24807:8:PV-005537918857;248:24810:9:PV-002890415198;248:24815:2:PV-002890592652;
FC1(F)CNCCSC1,11,248:24807:8:PV-005537920405;248:24809:1:PV-005538241559;248:24821:6:PV-005542302932;
CC1(C)CCC(N)C1,7,248:24807:9:PV-003512289951;248:24814:0:PV-005539838511;248:24818:8:PV-004036184911;
O=c1[nH]cnc2cc(F)ccc12,10,248:24807:9:PV-002423442071;248:24808:1:PV-005537968121;248:24824:1:PV-002113047873;
CC1CC(C)(C)Nc2ccccc21,9,248:24807:9:PV-002890283972;248:24826:7:PV-005543912675;248:24841:4:PV-003515920712;
CC1Cc2cc(Cl)ccc2N1,16,248:24807:9:PV-002268189022;248:24823:2:PV-002578786770;248:24823:5:PV-005542922851;
C1CNCNC1,15,248:24807:9:PV-002423442104;248:24811:4:PV-002423465284;248:24832:6:PV-002475349188;
Cc1nc2c([nH]1)C1CCCNC1CC2,21,248:24807:9:PV-003512291233;248:24813:0:PV-004036012672;248:24819:7:PV-004036206286;
Fc1cccc2c1CCCCO2,2,248:24807:9:PV-002890284378;248:24867:6:PV-005557019698;
Cc1ccc2ncsc2c1,8,248:24807:9:PV-002164691704;248:24811:3:PV-004035958652;248:24845:7:PV-000099581087;
C1=CC2CCC(C1)N2,11,248:24807:9:PV-003512294065;248:24809:7:PV-005538478526;248:24817:7:PV-002890699955;
Cc1cc2n(n1)CCNC2,36,248:24807:9:PV-003512294707;248:24808:7:PV-005538168955;248:24811:0:PV-002319962475;
CC1CNCCN(C)C1,6,248:24807:9:PV-004035857265;248:24838:3:PV-003515567819;248:24842:6:PV-005549023803;
Cc1cccc2c(=O)[nH]cnc12,46,248:24807:9:PV-003512299563;248:24809:8:PV-003512505752;248:24809:8:PV-002164704661;
c1nnc2n1CCOC2,22,248:24807:9:PV-002164692193;248:24812:2:PV-005539295882;248:24817:8:PV-002113007759;
Cc1cc(C)c(F)c(C)c1,33,248:24807:9:PV-002112943923;248:24809:7:PV-005538461711;248:24809:8:PV-005538534683;
Oc1ccnc2c(F)c(F)ccc12,47,248:24807:9:PV-004035858661;248:24808:5:PV-004035880363;248:24812:9:PV-004036011365;
Cc1cc(F)cc2c(=O)cc[nH]c12,28,248:24807:9:PV-003512301433;248:24816:8:PV-002890664843;248:24817:8:PV-003513380810;
O=C1CNC2(CCNCC2)N1,4,248:24807:9:PV-004035858770;248:24816:6:PV-005540727459;248:24823:2:PV-004036314852;
O=C1CNCC2(CC2)N1,12,248:24807:9:PV-004035858883;248:24809:5:PV-002164703353;248:24810:0:PV-002112959006;
c1cc2nccn2cn1,4,248:24807:9:PV-002423442993;248:24838:1:PV-005547558750;248:24844:7:PV-002578924991;
CN1CC2(CCNC2)C1,6,248:24807:9:PV-002890289932;248:24815:8:PV-002112994721;248:24817:7:PV-003513363535;
C1CC2CNC2C1,10,248:24807:9:PV-004035859932;248:24811:4:PV-003512680686;248:24817:3:PV-004036140526;
CC1OC2(CCNCC2)NC1=O,4,248:24807:9:PV-004035860795;248:24830:0:PV-003514691659;248:24874:8:PV-005559273914;
O=c1[nH]ncc2[nH]ncc12,1,248:24807:9:PV-002890291786;
Oc1ccnc2ncnn12,2,248:24807:9:PV-003512310524;248:24898:1:PV-003522024422;
O=c1[nH]cnc2[nH]cnc12,5,248:24808:0:PV-004035862089;248:24822:6:PV-002371792642;248:24859:4:PV-003517851850;
OC1CNCC(F)C1,10,248:24808:0:PV-003512317646;248:24808:0:PV-003512317647;248:24815:2:PV-005540246037;
OC1CCC2(CCNC2)CC1,3,248:24808:0:PV-002890295097;248:24840:8:PV-002891662024;248:24886:5:PV-005563026268;
NC1CNCCOC1,5,248:24808:0:PV-003512319022;248:24809:5:PV-003512486724;248:24810:7:PV-005538810326;
c1ncc2c(n1)CCOC2,10,248:24808:0:PV-003512319716;248:24811:9:PV-002890454842;248:24819:2:PV-002578760785;
c1ccc2c(c1)CNCC1(CCOC1)O2,5,248:24808:0:PV-002578688902;248:24808:0:PV-002475191222;248:24809:8:PV-005538538869;
O=C1CCCC2(CCC2)N1,11,248:24808:0:PV-003512320007;248:24839:4:PV-002578890843;248:24839:6:PV-005548032549;
Cc1cc(C)c2c(c1)NCC2,17,248:24808:0:PV-003512320476;248:24817:7:PV-002164755368;248:24824:1:PV-004036333515;
O=C1Nc2ccccc2OC1(F)F,28,248:24808:0:PV-004035864401;248:24808:5:PV-002526942337;248:24808:9:PV-002164698862;
c1[nH]nc2c1CNC2,42,248:24808:0:PV-002890296666;248:24813:8:PV-003512947486;248:24814:9:PV-002890582754;
Nc1nnco1,15,248:24808:0:PV-002890297295;248:24818:3:PV-002320008994;248:24825:2:PV-002891018680;
OC1CNCC(O)C1O,9,248:24808:0:PV-002112945355;248:24816:5:PV-005540620983;248:24818:6:PV-005541362107;
Cc1nc[nH]c(=O)c1F,1,248:24808:0:PV-002112945459;
Cc1cc2ncccc2c(=O)n1C,24,248:24808:0:PV-003512328251;248:24808:2:PV-005537986295;248:24812:0:PV-003512754066;
Cc1cc(F)cc2c1CNCC2,18,248:24808:0:PV-002371699827;248:24809:1:PV-005538290640;248:24809:9:PV-003512516870;
CC1(C)CNCC2CCOC2C1,37,248:24808:0:PV-003512329394;248:24812:2:PV-005539280281;248:24812:8:PV-003512830574;
FC1CC2CCC(C1)N2,7,248:24808:0:PV-004035866478;248:24812:0:PV-005539196902;248:24812:0:PV-005539196903;
CN1CCNc2ncccc2C1,17,248:24808:0:PV-004035867185;248:24808:4:PV-002423445915;248:24816:3:PV-003513219019;
CC1COc2ccccc2CN1,15,248:24808:0:PV-002475191588;248:24811:8:PV-004035970605;248:24812:2:PV-005539316798;
c1ccc2c(c1)COC21CCCNC1,5,248:24808:0:PV-003512337098;248:24823:7:PV-002475292019;248:24857:9:PV-003517675291;
c1nc2c([nH]1)C1(CCNCC1)NCC2,9,248:24808:1:PV-004035868756;248:24808:1:PV-004035868757;248:24817:1:PV-005540890326;
c1cc2c(cn1)NCCO2,9,248:24808:1:PV-002526939813;248:24823:5:PV-005542912407;248:24826:1:PV-004036393518;
O=C1CNc2cccc(F)c2N1,8,248:24808:1:PV-003512340497;248:24824:5:PV-004036345071;248:24829:3:PV-005544769312;
Clc1cccc2c1OCCNC2,24,248:24808:1:PV-005537926160;248:24817:0:PV-005540821455;248:24825:4:PV-005543494818;
Cc1cc2n(n1)CCCN2,6,248:24808:1:PV-005537933931;248:24815:4:PV-002890607034;248:24873:1:PV-005558763101;
OC1CC2NCCOC2C1,33,248:24808:1:PV-005537943375;248:24811:1:PV-005538923266;248:24816:1:PV-005540560198;
C1CCC2(CCCC2)CNC1,13,248:24808:1:PV-005537948279;248:24813:1:PV-005539557091;248:24836:2:PV-005546959467;
CC1(C)OCC2(CCNCC2)CO1,13,248:24808:1:PV-005537954899;248:24813:1:PV-005539586150;248:24822:5:PV-005542599657;
Oc1ccc(Cl)c(Cl)c1,24,248:24808:1:PV-005537954900;248:24808:2:PV-005538012700;248:24811:7:PV-005539130122;
O=c1cc2n(c(=O)[nH]1)CCOC2,24,248:24808:1:PV-005537960811;248:24808:2:PV-005537974087;248:24808:7:PV-005538158679;
OC1C2CCC(CC2)C1O,8,248:24808:1:PV-005537960946;248:24821:0:PV-005542102762;248:24822:8:PV-005542672053;
CC1(C)CCC(O)C1,20,248:24808:1:PV-005537962673;248:24815:0:PV-005540134235;248:24817:0:PV-005540783320;
FC1CNCC12CNC2,2,248:24808:1:PV-005537966365;248:24808:1:PV-005537966366;
O=c1[nH]cnc2cc(Cl)ccc12,10,248:24808:2:PV-005537975182;248:24812:7:PV-005539454997;248:24814:3:PV-002319984094;
O=C1CC(O)c2cc(Cl)ccc2N1,34,248:24808:2:PV-005537988515;248:24815:4:PV-005540279341;248:24824:4:PV-005543186111;
Cc1cnc2n1CCC2,6,248:24808:2:PV-005537989038;248:24808:9:PV-003512415085;248:24811:4:PV-003512693234;
Clc1cnc2n1NCCC2,4,248:24808:2:PV-005537993130;248:24868:4:PV-005557232301;248:24870:4:PV-005557875701;
CN1CC23CCCC2(CNC3)C1,5,248:24808:2:PV-005537998525;248:24870:7:PV-002372103100;248:24877:1:PV-002475635327;
Cc1c(F)ccc2c(=O)cc[nH]c12,15,248:24808:2:PV-005537999559;248:24809:2:PV-005538313829;248:24810:1:PV-005538563206;
O=S1(=O)CCNC2CCCCCN21,21,248:24808:2:PV-005538005800;248:24828:3:PV-005544406955;248:24838:2:PV-005547588708;
Cc1cnc2ccccn2c1=O,4,248:24808:2:PV-005538009965;248:24836:1:PV-005546924716;248:24871:9:PV-005558359451;
FC1(F)CCC2(CCNC2)CC1,9,248:24808:2:PV-005538013395;248:24826:1:PV-002527054420;248:24829:7:PV-005544857295;
O=C1CC2CCCC(CN1)N2,9,248:24808:2:PV-005538023257;248:24819:7:PV-003513577207;248:24842:8:PV-003516061729;
CC1OCCc2sccc21,12,248:24808:2:PV-005538024609;248:24811:7:PV-005539153583;248:24824:0:PV-005543071433;
Cc1cc2c(cc1C)OCCCC2,4,248:24808:2:PV-005538024678;248:24814:3:PV-003512990981;248:24866:8:PV-002527317027;
CC1NCCSC1C,2,248:24808:3:PV-005538029267;248:24890:9:PV-005564418969;
O=S1(=O)CCNC2CCCCN21,11,248:24808:3:PV-005538038026;248:24829:4:PV-002475327982;248:24835:0:PV-005546546330;
O=C1NS(=O)(=O)c2ccc(Cl)cc21,4,248:24808:3:PV-005538039132;248:24823:9:PV-005543054046;248:24864:5:PV-005555973392;
CC1CNc2cc(F)c(F)cc2O1,17,248:24808:3:PV-005538039306;248:24817:7:PV-002527000379;248:24821:2:PV-004036248487;
FC1(F)CCC2(CC1)CNC2,16,248:24808:3:PV-005538042724;248:24823:1:PV-002423540856;248:24823:4:PV-005542868797;
O=c1[nH]c(=O)c2ccc(F)cc2[nH]1,8,248:24808:3:PV-005538067244;248:24815:9:PV-004036096614;248:24824:6:PV-002890990776;
Cc1cccc2c1CNCC2,12,248:24808:3:PV-005538067899;248:24811:4:PV-002371720711;248:24824:5:PV-005543248301;
O=C1Cc2ccccc2CCN1,3,248:24808:3:PV-005538069413;248:24814:5:PV-005540021461;248:24845:1:PV-005549820163;
Cc1n[nH]c(=O)c2coc(C)c12,3,248:24808:3:PV-005538070549;248:24834:5:PV-004036639944;248:24834:5:PV-004036639945;
OC1CC2CCCC12,22,248:24808:3:PV-005538070955;248:24811:2:PV-005538942372;248:24818:2:PV-003513418132;
CC1(C)CNCCS1(=O)=O,17,248:24808:3:PV-005538071036;248:24816:1:PV-005540535865;248:24826:3:PV-005543767381;
Cc1n[nH]c2c1CCNC2,2,248:24808:3:PV-005538071374;248:24833:8:PV-005546174193;
CC1(C)CNCC(N)C1,6,248:24808:3:PV-005538079355;248:24809:4:PV-002890347785;248:24840:5:PV-005548299738;
Cc1ncc2c3c(sc2n1)CC(C)CC3,4,248:24808:3:PV-005538079534;248:24833:5:PV-002527102415;248:24838:8:PV-002578885986;
Cc1ccn2nc(C)c(C)c2n1,50,248:24808:4:PV-003512347927;248:24808:4:PV-003512347928;248:24808:4:PV-003512347929;
O=C1Nc2ccccc2C12CCNC2,5,248:24808:4:PV-002268192480;248:24837:1:PV-005547204676;248:24878:9:PV-003519946073;
O=c1ccoc2ccc(O)cc12,70,248:24808:4:PV-003512353500;248:24809:5:PV-004035909385;248:24810:7:PV-005538794976;
O=C1CCCC2C3CNCC(C3)CN12,4,248:24808:4:PV-002890311947;248:24824:2:PV-004036343137;248:24834:8:PV-005546516330;
CC1CNCC(C)C1(F)F,8,248:24808:4:PV-004035875430;248:24822:3:PV-002527030892;248:24828:9:PV-005544639989;
CC1COC2(CCCC2)CN1,12,248:24808:4:PV-002890312706;248:24808:9:PV-004035886332;248:24816:3:PV-004036104385;
O=C1NCC2CNCCC12,36,248:24808:4:PV-004035876609;248:24808:6:PV-003512394573;248:24808:9:PV-004035884915;
O=c1ncnc2[nH][nH]cc1-2,63,248:24808:5:PV-000583115734;248:24810:3:PV-000266825794;248:24810:8:PV-004035942361;
OC1C2CCCC1CNC2,6,248:24808:5:PV-004035878101;248:24822:7:PV-002660530311;248:24840:9:PV-002891664385;
O=C1CCC2CCNC1C2,11,248:24808:5:PV-002371702635;248:24815:4:PV-003513124996;248:24840:3:PV-002527146925;
Fc1ccc2ncncc2c1,6,248:24808:5:PV-002268194367;248:24825:1:PV-002891010196;248:24832:9:PV-002527097758;
FC1(F)CNCc2ccccc21,22,248:24808:5:PV-002216443647;248:24817:2:PV-003513302326;248:24835:0:PV-002527113004;
c1cnc2c(c1)OCC2,1,248:24808:5:PV-002890319368;
NC1CCC2(CC1)CC2,23,248:24808:5:PV-003512381735;248:24811:0:PV-003512656878;248:24814:2:PV-005539948379;
O=C1CS(=O)(=O)c2ccccc2N1,26,248:24808:5:PV-002475194561;248:24812:8:PV-002112975640;248:24814:8:PV-002423487270;
CN1CCc2nc3ccccc3cc2C1,4,248:24808:5:PV-003512382859;248:24829:1:PV-002891177461;248:24880:5:PV-002893321427;
CC1CNCC2(CCOC2)O1,2,248:24808:5:PV-004035881270;248:24863:1:PV-005555535325;
O=c1cnc2c([nH]1)CCCC2,7,248:24808:5:PV-003512385952;248:24810:6:PV-005538737336;248:24834:4:PV-002891389013;
c1ccc2c(c1)CC1CNC21,7,248:24808:5:PV-003512386321;248:24825:8:PV-005543626073;248:24827:7:PV-003514452473;
c1cc2ccsc2[nH]1,29,248:24808:5:PV-002660345499;248:24808:6:PV-005538125497;248:24810:7:PV-005538782075;
Cc1nc2ncccc2[nH]1,6,248:24808:5:PV-004035881964;248:24814:9:PV-002890588842;248:24846:7:PV-002891903569;
CC1CCNCC1F,21,248:24808:5:PV-004035883304;248:24816:3:PV-004036108835;248:24818:7:PV-004036177568;
O=C1NCCc2ncccc21,31,248:24808:6:PV-005538090441;248:24809:8:PV-003512501571;248:24814:3:PV-004036048027;
CC1(C)CC2(CCNC2)CO1,12,248:24808:6:PV-005538093049;248:24824:6:PV-004036347659;248:24827:3:PV-005544131486;
Nc1cnc(Cl)nc1,5,248:24808:6:PV-005538097944;248:24815:6:PV-005540348697;248:24846:1:PV-005550153174;
CC1(C)CC(O)CCN1,15,248:24808:6:PV-005538109365;248:24810:0:PV-002890381602;248:24814:5:PV-005540003030;
CC1(C)CNCC2(CCCOC2)O1,7,248:24808:6:PV-005538126126;248:24815:1:PV-005540192993;248:24815:1:PV-005540192994;
Fc1ccc2ncnn2c1,7,248:24808:6:PV-005538127132;248:24824:9:PV-005543356253;248:24865:9:PV-002216814128;
C1CC2(CCSCC2)N1,10,248:24808:6:PV-005538128310;248:24826:3:PV-005543799023;248:24852:8:PV-005552235979;
O=S1(=O)CCNC2CCOCC21,4,248:24808:6:PV-005538130549;248:24819:7:PV-002164768879;248:24835:9:PV-002423623881;
Nc1ncnc2[nH]ncc12,5,248:24808:7:PV-005538133893;248:24822:5:PV-005542609570;248:24838:0:PV-005547513924;
CC1CNc2cc(Cl)ccc2SC1,3,248:24808:7:PV-005538156473;248:24826:2:PV-002527056186;248:24873:4:PV-005558840825;
Fc1cc(Cl)cc2c1CCCC2,12,248:24808:7:PV-005538157471;248:24809:3:PV-002660353157;248:24835:7:PV-005546784633;
C1CNC2CCC2N1,14,248:24808:7:PV-005538161011;248:24818:9:PV-005541412960;248:24826:9:PV-005544019874;
c1nc2c(s1)CCCCCC2,6,248:24808:7:PV-005538172279;248:24811:2:PV-005538943096;248:24827:2:PV-005544061175;
C1CNC2(CN1)COC2,18,248:24808:7:PV-005538172844;248:24812:2:PV-005539315495;248:24817:8:PV-004036156250;
NC1C2CCCC1CC2,3,248:24808:7:PV-005538178839;248:24810:8:PV-005538857157;248:24883:8:PV-005562208626;
FC1(F)CCC2CCCC2C1,29,248:24808:7:PV-005538186421;248:24809:1:PV-005538250587;248:24814:0:PV-005539830732;
Fc1c(Cl)ccc2c1NCCC2,4,248:24808:8:PV-005538190456;248:24809:6:PV-005538418259;248:24861:1:PV-005554880144;
CC1(C)C2CCC13CS(=O)(=O)NC3C2,10,248:24808:8:PV-005538192694;248:24808:8:PV-005538192695;248:24829:8:PV-005544914007;
NC1CC2(CC2)C1,5,248:24808:8:PV-005538202711;248:24824:1:PV-003514039241;248:24868:6:PV-005557300681;
Cc1[nH]c2cccc(C)c2c1C,13,248:24808:8:PV-005538203245;248:24809:3:PV-005538357045;248:24815:0:PV-005540158764;
NC1CCCCCNC1,11,248:24808:8:PV-005538210217;248:24825:1:PV-003514147078;248:24828:5:PV-002891145493;
CC1C2CNCC12,10,248:24808:8:PV-005538222158;248:24819:3:PV-002890768709;248:24835:9:PV-002891453814;
CC1(C)Cc2ncsc2C(=O)N1,12,248:24808:8:PV-005538226122;248:24810:6:PV-005538729767;248:24811:7:PV-005539150335;
O=C1CCS(=O)(=O)N1,2,248:24808:8:PV-005538227457;248:24885:9:PV-002527440194;
OC1CCCc2ccccc21,30,248:24808:9:PV-002371704036;248:24809:9:PV-002216451706;248:24811:9:PV-002890458204;
O=C1NCCC2CCCNC12,3,248:24808:9:PV-002890326964;248:24856:8:PV-005553529531;248:24880:3:PV-005561052112;
CC1(C)CC1N,7,248:24808:9:PV-004035885809;248:24820:7:PV-003513677947;248:24849:2:PV-003516756326;
Clc1ccc2c(c1)OCCCC2,6,248:24808:9:PV-002475195863;248:24817:0:PV-005540831413;248:24825:2:PV-002371810422;
c1ccc2c(c1)CCCCNC2,23,248:24808:9:PV-002890329418;248:24810:0:PV-002890384430;248:24819:8:PV-003513604371;
CC1NCc2ccccc21,26,248:24808:9:PV-002164698862;248:24811:9:PV-002890454384;248:24811:9:PV-002660387360;
CC1CCCNc2ccccc21,12,248:24808:9:PV-002890331863;248:24812:3:PV-002578716519;248:24815:9:PV-002526990112;
O=c1[nH]ccc2c1CCNC2,11,248:24808:9:PV-002164698934;248:24817:4:PV-002320003813;248:24828:6:PV-002371831703;
C1=Cc2ccccc2NCC1,8,248:24808:9:PV-003512416225;248:24810:6:PV-005538771947;248:24812:4:PV-002890475634;
Cc1cc(C)c2cnn(C)c2n1,11,248:24808:9:PV-004035889997;248:24814:7:PV-004036056735;248:24818:3:PV-004036167991;
CC1(C)CNC(=O)C1,32,248:24808:9:PV-002268196677;248:24813:9:PV-003512965430;248:24815:9:PV-002526989982;
O=c1[nH]c2c(c(=O)[nH]1)CNCC2,17,248:24808:9:PV-003512417822;248:24814:8:PV-002890577221;248:24824:0:PV-003514032548;
c1cnc2c(c1)NCCO2,33,248:24809:0:PV-004035891361;248:24812:3:PV-002890472756;248:24818:8:PV-004036179540;
c1ccc2c(c1)CN1CCCC1CN2,4,248:24809:0:PV-002890335785;248:24812:7:PV-005539437656;248:24831:5:PV-002891270685;
O=c1[nH]ccc2c1NCCC2,8,248:24809:0:PV-002423450562;248:24816:8:PV-002268247515;248:24820:2:PV-002216518686;
CC1(C)CCCCC1=O,4,248:24809:0:PV-004035894210;248:24811:8:PV-004035973210;248:24835:4:PV-004036666154;
Cc1n[nH]c2cncnc12,7,248:24809:0:PV-002423450588;248:24816:3:PV-002319996988;248:24834:0:PV-003515112842;
CC1CN(C)c2ccccc2CN1,27,248:24809:0:PV-002890339875;248:24810:4:PV-002423459078;248:24813:7:PV-005539783357;
c1ccc2c(c1)CNCCS2,10,248:24809:0:PV-002578695895;248:24817:7:PV-004036145695;248:24820:8:PV-002216522984;
CN1C(C)(C)CCS1(=O)=O,35,248:24809:0:PV-002164700489;248:24815:4:PV-002475238529;248:24816:8:PV-002164750391;
Cn1cnc2cccc(F)c21,2,248:24809:0:PV-003512441471;248:24813:8:PV-004036031101;
Fc1ccc2c(c1)CCCCO2,15,248:24809:0:PV-002112952407;248:24816:5:PV-005540658018;248:24819:2:PV-002475262442;
Fc1cc2c(cc1F)CCC2,31,248:24809:0:PV-002890343618;248:24812:0:PV-004035981821;248:24813:1:PV-005539567618;
O=c1nc2cc[nH]n2c2ccccc12,25,248:24809:0:PV-003512445505;248:24809:0:PV-003512445506;248:24809:0:PV-003512445507;
