fragment_smiles,occurences,example_ligands
Cc1cnc[nH]1,3472,16:01600:0:Z3613159113;16:01600:0:Z2702223024;16:01600:0:Z2791613815;
Cc1cccc2ccncc12,62,16:01602:8:Z3831064048;16:01605:2:Z2850264523;16:01608:9:Z4185098314;
Cc1cc(C)c2[nH]ccc2c1,60,16:01602:8:Z5060631038;16:01610:2:Z3296038258;16:01617:8:Z3296527007;
Nc1nnn[nH]1,79,16:01602:8:Z4110717170;16:01602:9:Z4110705281;16:01605:7:Z4233990008;
CC12CC3CC(C)(C1)CC(C)(C3)C2,5,16:01602:8:Z57228557;16:01638:6:Z1724413589;16:01641:6:Z1724552995;
CC1COCC(C)(C)N1,49,16:01602:9:Z4274255392;16:01605:6:Z4274252108;16:01609:1:Z4274254239;
Cn1ncc2c1NCCC2,76,16:01602:9:Z4335231118;16:01603:7:Z4335228236;16:01603:7:Z4335229835;
CC1Cc2ccccc2C1=O,6,16:01602:9:Z3523131810;16:01607:0:Z2466227504;16:01629:5:Z3777299891;
Cc1ccc(Cl)c2cccnc12,56,16:01602:9:Z2370583614;16:01603:9:Z2975584145;16:01606:2:Z2368441196;
Nc1csc2cccnc12,85,16:01602:9:Z3781582543;16:01603:1:Z3782631271;16:01603:9:Z4290075871;
CC1NCCc2cc(Cl)ccc21,42,16:01602:9:Z3613780163;16:01605:5:Z3613779207;16:01605:9:Z3396041782;
C1=NCC2(CN1)COC2,81,16:01602:9:Z4001780109;16:01603:8:Z4001781453;16:01605:0:Z4001780159;
O=C1NC2(CNC2)Nc2ccccc21,11,16:01602:9:Z3703025070;16:01602:9:Z3906228111;16:01602:9:Z3703025312;
Fc1cc2ncccc2cc1Cl,36,16:01602:9:Z2272872507;16:01605:9:Z2271878152;16:01610:2:Z2614962458;
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,15,16:01602:9:Z2234604217;16:01603:5:Z2769095542;16:01612:3:Z3340140572;
NC1CSCc2ccccc21,8,16:01602:9:Z3506541952;16:01604:6:Z4223964418;16:01605:0:Z3347580282;
C=C1CCSCC1,3,16:01602:9:Z3497445335;16:01628:8:Z1664825925;16:01652:9:Z2756816121;
c1ccc2c(c1)OCCCCO2,50,16:01602:9:Z2260646105;16:01604:3:Z2260805202;16:01606:1:Z2256570140;
NC12CCC(CC1)CC2,119,16:01602:9:Z3516064267;16:01603:8:Z3519468761;16:01604:6:Z3517677751;
O=c1[nH]ncc2[nH]ncc12,3,16:01602:9:Z2789942005;16:01669:8:Z2790154501;16:01677:1:Z2789985968;
Cn1nc2c(c1O)CCNC2,158,16:01602:9:Z4227919741;16:01602:9:Z4329050962;16:01604:0:Z4273751091;
Cc1ccc2c(=O)ccn(C)c2n1,2,16:01602:9:Z1206236455;16:01692:0:Z1303981380;
O=S1(=O)Cc2c(Cl)cccc2N1,12,16:01602:9:Z2614012402;16:01609:2:Z2475676526;16:01626:1:Z3499932616;
Cc1nnc2ccccc2c1C,27,16:01602:9:Z3104605012;16:01614:6:Z3173148275;16:01618:5:Z3052660046;
CC1(C)OCC(O)CO1,78,16:01602:9:Z4274757352;16:01603:5:Z4269677151;16:01605:8:Z4275569929;
O=C1COCc2ncsc21,83,16:01602:9:Z3627750091;16:01603:7:Z3520755923;16:01606:4:Z3829617428;
C1=NCC2CSCCN12,47,16:01602:9:Z3301835582;16:01603:1:Z3301835296;16:01604:2:Z3301835620;
Fc1ccc2sccc2c1F,41,16:01602:9:Z4541228575;16:01603:9:Z4525944394;16:01609:8:Z4540764858;
O=c1[nH]cnc2sc3c(c12)CCCO3,7,16:01602:9:Z4208966525;16:01609:7:Z3253742405;16:01635:8:Z3253743625;
c1ccc2c(c1)OCCC21CC1,182,16:01602:9:Z4402699733;16:01602:9:Z1455011171;16:01604:3:Z4503035644;
CC1CNC(=O)c2cccn21,11,16:01602:9:Z4223417513;16:01613:8:Z3790725971;16:01618:3:Z3790665196;
Cc1ccc2c(c1)OC(C)C(=O)N2,6,16:01602:9:Z3523164722;16:01612:4:Z4134374957;16:01642:8:Z3656065607;
Cc1cc(F)c2c(c1)CCCN2,47,16:01602:9:Z401126832;16:01606:5:Z1736778151;16:01610:0:Z2599451285;
Cc1c(F)ccc2[nH]ccc12,80,16:01602:9:Z3205215617;16:01608:8:Z3572882258;16:01609:1:Z4144723474;
Cc1nn2cccnc2c1Cl,28,16:01602:9:Z1556644040;16:01607:6:Z3366011568;16:01607:8:Z1556059462;
Cc1ccc2c(c1Cl)NCCC2,20,16:01602:9:Z4993708769;16:01608:6:Z3086859197;16:01608:8:Z2920517790;
CC1(C)CCC(C)(C)C1,73,16:01603:0:Z4227308029;16:01606:8:Z4227315879;16:01608:6:Z4227315031;
CC1(C)CCCC2(CCN2)C1,102,16:01603:0:Z4031396163;16:01604:0:Z3995945967;16:01605:8:Z4026248483;
Cc1ccc2[nH]nnc2c1,58,16:01603:0:Z4266658339;16:01605:2:Z4266647164;16:01605:2:Z3055807692;
Cc1nc2sccc2c(=O)[nH]1,21,16:01603:0:Z1471063869;16:01608:9:Z1414386418;16:01610:9:Z136516116;
FC1(F)C2CC1C2,74,16:01603:0:Z4241920392;16:01603:0:Z4241178162;16:01603:4:Z4298139508;
CC1CCc2c(sc3nc[nH]c(=O)c23)C1,11,16:01603:0:Z335587212;16:01613:2:Z55164180;16:01618:2:Z152841360;
Cc1cnc2ccc(F)cc2c1Cl,6,16:01603:0:Z3391871528;16:01603:0:Z3063562277;16:01617:3:Z3391866589;
O=C1Cc2cccc(F)c2N1,44,16:01603:0:Z3831668351;16:01603:5:Z3340348060;16:01607:5:Z2952752639;
Oc1ncnc2scnc12,22,16:01603:0:Z4263418458;16:01610:8:Z4263419802;16:01616:8:Z4263419236;
CC1(C)C2CCCNC1C2,192,16:01603:0:Z4140395586;16:01603:1:Z2477039166;16:01603:1:Z4064547299;
O=C1COc2ccncc2N1,80,16:01603:0:Z5018232181;16:01603:9:Z5022143228;16:01605:5:Z5017530762;
CC1NCCc2ccc(O)cc21,75,16:01603:0:Z3877673939;16:01603:2:Z2602352023;16:01606:2:Z2602347293;
Cc1cccc2ncn(C)c12,30,16:01603:0:Z2480001178;16:01604:9:Z1467027838;16:01609:9:Z1787114638;
Cc1ccc2c(cnn2C)n1,86,16:01603:0:Z4166046395;16:01603:8:Z4165522435;16:01604:3:Z3839290951;
c1cnc2c(c1)CCCCC2,66,16:01603:0:Z2373183252;16:01604:2:Z3860309670;16:01606:8:Z2373189159;
Cc1ccnc2c1CCN2,141,16:01603:0:Z2325330124;16:01603:7:Z4126690959;16:01605:0:Z4126701904;
Cc1csc2nc3n(c(=O)c12)CCC3,5,16:01603:0:Z3060799194;16:01603:0:Z2156425198;16:01603:0:Z2230621411;
CC1CNCCc2ccc(F)cc21,57,16:01603:0:Z3554559673;16:01603:6:Z2492333331;16:01604:3:Z4228598197;
Cc1nn(C)c2cnc(Cl)nc12,60,16:01603:0:Z4991681189;16:01604:6:Z4991786773;16:01605:5:Z4989460150;
CN1C(=O)C(C)(C)Nc2ccccc21,3,16:01603:0:Z4652856198;16:01649:3:Z4707907729;16:01649:3:Z3000035571;
O=c1[nH]ccc2cccc(Cl)c12,2,16:01603:0:Z4223914918;16:01692:0:Z4079347751;
CC1CCCC(C)(C)C1=O,40,16:01603:0:Z2498471798;16:01603:7:Z2498478661;16:01605:0:Z2498479722;
Nc1ncc2cn[nH]c2n1,78,16:01603:0:Z4343159708;16:01603:0:Z3239804411;16:01604:5:Z3043865116;
O=c1[nH]cnc2cc(O)ccc12,12,16:01603:0:Z1689189024;16:01609:6:Z1689187641;16:01613:0:Z1695938537;
CC1(C)CC(=O)Nc2ccccc21,3,16:01603:0:Z4608746923;16:01603:0:Z4608919895;16:01636:1:Z3008459874;
Cc1cc(Cl)c2c(c1)CCCN2,16,16:01603:0:Z2673689027;16:01607:3:Z2326655314;16:01614:4:Z4376774170;
Cc1ccc2c(c1)CNCC2(C)C,44,16:01603:0:Z1570360573;16:01603:0:Z1153386954;16:01606:2:Z1314613721;
Cc1ccc2nc[nH]c(=O)c2c1,42,16:01603:0:Z1167069023;16:01603:6:Z1533133430;16:01605:5:Z2991520514;
Oc1ccc2c(c1)OCO2,156,16:01603:0:Z3711797733;16:01603:6:Z4054050530;16:01604:3:Z1334308876;
Fc1cc(Cl)c2c(c1)CCCN2,16,16:01603:0:Z4376814325;16:01606:3:Z2356571161;16:01610:0:Z2356571639;
Cc1nnc2c3ccccc3cnn12,10,16:01603:1:Z3342575828;16:01604:0:Z3075462135;16:01606:9:Z3079814293;
Fc1ccc2ccsc2c1,135,16:01603:1:Z3206008345;16:01603:2:Z1391641000;16:01604:3:Z4475919119;
O=c1[nH]ccc2cc[nH]c12,54,16:01603:1:Z1504261466;16:01605:6:Z3341054310;16:01607:0:Z1882141364;
CC1=CC(C)=NS(=O)(=O)N1,87,16:01603:1:Z3873171223;16:01603:1:Z3873158153;16:01606:5:Z3807231417;
Clc1ccc2c(c1)CCCCS2,21,16:01603:1:Z1437935715;16:01612:0:Z1544990664;16:01612:0:Z1441250910;
CC1CNc2ccccc2NC1=O,33,16:01603:1:Z2226586214;16:01605:8:Z1900151345;16:01618:0:Z1879273119;
CC1NCCn2nccc21,18,16:01603:1:Z5014486970;16:01606:0:Z5014485891;16:01610:3:Z5014486841;
c1nnc2n1CC1CCC(C2)N1,4,16:01603:1:Z3823232299;16:01614:7:Z3823232406;16:01629:5:Z3823232197;
O=C1NC2(CCSCC2)N2CCOCC12,2,16:01603:1:Z2788103635;16:01603:1:Z1569776980;
Cc1cc(=O)n2nccc2[nH]1,42,16:01603:1:Z1181640956;16:01605:7:Z4000197299;16:01606:1:Z3339158236;
NC1=Nc2nc3ccccc3n2CN1,4,16:01603:1:Z56830908;16:01621:5:Z1692526024;16:01634:9:Z2830824585;
Fc1cc2nc[nH]c2cc1Cl,22,16:01603:1:Z2679032085;16:01607:7:Z2667678460;16:01609:8:Z2667678970;
Cc1cn2cccc(C)c2n1,96,16:01603:1:Z3698904965;16:01604:1:Z3667816579;16:01606:1:Z3645990258;
Cc1csc2ncnc(N)c12,32,16:01603:1:Z4769767189;16:01614:8:Z4771305513;16:01616:1:Z4770669861;
OC1CNC2(CCOCC2)C1O,76,16:01603:1:Z4275429428;16:01604:3:Z4275440504;16:01605:0:Z4275427822;
O=C1CCCc2ncccc2N1,46,16:01603:2:Z4256660858;16:01607:8:Z4252783033;16:01608:1:Z4257359978;
Cc1csc2ccc(F)cc12,67,16:01603:2:Z2080050578;16:01603:7:Z3140620934;16:01606:4:Z2485396000;
CC1=CCNCC1,105,16:01603:2:Z2010835157;16:01604:6:Z2010836987;16:01606:9:Z2016160474;
CC1(C)CCc2ncccc2C1,23,16:01603:2:Z4406388011;16:01603:9:Z4506888224;16:01613:9:Z4406976275;
Clc1cccc2scc(Cl)c12,40,16:01603:2:Z4029293884;16:01604:1:Z2884753684;16:01605:4:Z2378807664;
O=c1ccoc2ccc(F)cc12,21,16:01603:2:Z1173023152;16:01604:5:Z819173900;16:01608:7:Z2324821227;
NC1C2Cc3ccccc3C12,13,16:01603:2:Z2739836232;16:01620:3:Z4223863789;16:01626:9:Z4224174274;
OC1CCCNc2ccccc21,27,16:01603:2:Z3836476751;16:01604:3:Z3803767759;16:01611:2:Z4211246217;
Cc1cc2ccccc2[nH]c1=O,39,16:01603:2:Z3136813010;16:01606:1:Z2955798179;16:01608:0:Z2909209621;
c1nnn2c1CCC2,27,16:01603:2:Z4943334584;16:01607:0:Z4943336981;16:01609:4:Z4943334971;
O=S1(=O)Cc2ccc(Cl)cc2N1,22,16:01603:2:Z2169375853;16:01606:0:Z2613584490;16:01613:1:Z1552009148;
c1ccc2c(c1)COC21CCNCC1,29,16:01603:2:Z2390312092;16:01606:2:Z1569512430;16:01607:6:Z1832744975;
Fc1c(Cl)ccc2c1CNCC2,57,16:01603:2:Z4170606608;16:01606:3:Z3060347197;16:01610:8:Z3060347312;
Oc1cccc2ocnc12,21,16:01603:2:Z3639192342;16:01606:4:Z3639193586;16:01609:3:Z4210205010;
Fc1ccc(Cl)c2c1CCCN2,20,16:01603:2:Z4131952033;16:01604:6:Z4130551729;16:01605:9:Z2673677459;
C1CCC2CCNCC2CC1,102,16:01603:2:Z3607306037;16:01605:6:Z3593310647;16:01605:8:Z3794800754;
Cn1c(=O)c2ccccc2n(C)c1=O,8,16:01603:2:Z2932338050;16:01606:1:Z2897924460;16:01611:4:Z2897925694;
CC1(C)CS(=O)(=O)NC1=O,50,16:01603:2:Z3513631898;16:01606:8:Z3513631734;16:01609:4:Z3799449740;
Cn1c(=O)oc2ccc(F)cc21,40,16:01603:2:Z2305327899;16:01610:6:Z2641458913;16:01611:7:Z4384197430;
Cn1c(=N)sc2ccccc21,46,16:01603:2:Z4311377337;16:01605:7:Z2228632972;16:01607:1:Z1279352046;
Fc1cc(Cl)c2c(c1)CCNC2,85,16:01603:2:Z3672844590;16:01605:6:Z3619136371;16:01608:6:Z3619136086;
Clc1ccc(Cl)c2c1CCCC2,15,16:01603:2:Z4390479145;16:01612:9:Z4424452465;16:01623:2:Z4393308118;
C1CNCN1,104,16:01603:2:Z4346135419;16:01603:2:Z4314840748;16:01603:2:Z3878231668;
C1CCC2(CC3CCC(C2)N3)NC1,28,16:01603:2:Z4003448100;16:01603:2:Z3807654470;16:01603:2:Z4079456297;
Cc1cn2cccc(F)c2n1,104,16:01603:3:Z3710790634;16:01605:5:Z3672150431;16:01606:7:Z3670197465;
c1cc2c(nn1)CCN2,131,16:01603:3:Z4455778328;16:01603:8:Z4117854895;16:01603:8:Z4117851245;
O=C1CS(=O)(=O)c2ccccc2N1,13,16:01603:3:Z4346866606;16:01607:5:Z3053812876;16:01609:1:Z3363933372;
O=c1[nH]c(=O)c2ccccc2s1,18,16:01603:3:Z1729832862;16:01607:2:Z2609887890;16:01620:0:Z1729833742;
O=c1[nH]cnc2cscc12,24,16:01603:3:Z4445992170;16:01604:5:Z4445993420;16:01605:4:Z4445992172;
Cn1ccc2cc(Cl)ccc21,108,16:01603:3:Z3645868318;16:01603:3:Z4006845578;16:01604:6:Z4468700750;
O=c1[nH]c2ccccc2n2cnnc12,4,16:01603:3:Z4235885550;16:01619:1:Z2343416600;16:01628:0:Z292244690;
Cc1csc2cnc(N)nc12,71,16:01603:3:Z4435933351;16:01603:3:Z4435932859;16:01607:1:Z4435925283;
C1CCC2(C1)CNCC1(CCC1)O2,44,16:01603:3:Z4346337297;16:01604:6:Z3916044346;16:01609:1:Z4086304675;
Cn1c(Cl)nc2nc(Cl)ncc21,73,16:01603:3:Z4025033943;16:01605:4:Z4025962042;16:01607:9:Z4026536594;
CC1(O)CCNCC1O,16,16:01603:3:Z4961976429;16:01622:4:Z4960088861;16:01637:9:Z4961978277;
OC1CCCCCCC1,131,16:01603:3:Z3509163506;16:01603:5:Z4113398880;16:01604:1:Z3358966868;
Cc1ccc(C)c2c1CCCC2,34,16:01603:3:Z2221721986;16:01610:3:Z3781530375;16:01610:4:Z1930740461;
CC12CCOC1CC2,54,16:01603:3:Z3393068049;16:01604:0:Z3780890800;16:01605:1:Z3640480084;
C1=CCNCCC1,22,16:01603:3:Z3692591956;16:01608:9:Z2983319685;16:01609:1:Z2997987330;
CC1Nc2ccccc2SC1C,35,16:01603:3:Z4841019232;16:01603:3:Z1355229731;16:01603:3:Z4841019226;
C1CCC2(CCSCC2)OC1,126,16:01603:3:Z4209605306;16:01605:5:Z2098480875;16:01606:0:Z3541182226;
FC1(F)CCCNCCC1,4,16:01603:4:Z4875593860;16:01604:8:Z4610768230;16:01604:8:Z4522017150;
O=S1(=O)CCNCCCCCCN1,50,16:01603:4:Z3319473622;16:01603:5:Z4217275446;16:01609:3:Z3319475457;
O=c1ncc(F)c[nH]1,28,16:01603:4:Z3342391271;16:01607:7:Z3342392152;16:01607:8:Z3638732995;
C1=NCC2(CCOCC2)CN1,27,16:01603:4:Z3301884705;16:01608:0:Z3301884956;16:01617:5:Z3301884610;
Oc1cnc2ccccc2n1,63,16:01603:4:Z4539420314;16:01604:5:Z4487968207;16:01606:7:Z4448139555;
N=S1(=O)CCNCC1,121,16:01603:4:Z2640202225;16:01603:7:Z2600975498;16:01605:2:Z2493714461;
CN1CNC(=O)C12CCNCC2,134,16:01603:4:Z4285474674;16:01604:3:Z4269900304;16:01604:9:Z3385728700;
Cc1cc2c(cc1Cl)NCC2,77,16:01603:4:Z4116031810;16:01607:2:Z4771748516;16:01607:3:Z4118606189;
Cc1cc(Cl)cc2cc[nH]c12,40,16:01603:4:Z2297550401;16:01604:3:Z2927349195;16:01608:3:Z4221758628;
c1cc2c3c(c1)CCNCC3CCC2,14,16:01603:4:Z2215594132;16:01607:6:Z2207833506;16:01612:3:Z4170418198;
Cn1ncc(=O)c2ccccc21,29,16:01603:4:Z2045226529;16:01603:5:Z1865533454;16:01603:5:Z1862334781;
c1ccc2c(c1)Cc1scnc1-2,21,16:01603:4:Z1666133852;16:01616:9:Z3144775885;16:01619:0:Z3144775758;
O=c1cc2n(c(=O)[nH]1)CCOC2,9,16:01603:4:Z5060078826;16:01627:9:Z5061652594;16:01634:4:Z5061653585;
Cc1ccnc2cc(O)ccc12,43,16:01603:4:Z4226229685;16:01604:8:Z4225476058;16:01605:6:Z4264077322;
FC1(F)CCC2(CCOC2)CC1,40,16:01603:4:Z4575060301;16:01603:4:Z4575060317;16:01603:4:Z4574845899;
Nc1cc[nH]c(=O)n1,9,16:01603:4:Z3506415605;16:01603:7:Z4342142970;16:01607:7:Z3568069527;
O=S1(=O)CCC2(CCCCO2)C1,24,16:01603:4:Z1602613889;16:01608:6:Z2186755488;16:01613:5:Z1602614617;
C1CCC2CCCC2CC1,99,16:01603:4:Z3833737548;16:01604:1:Z3693559880;16:01604:6:Z3621234798;
Cn1c(=O)[nH]c(=O)c2nc(Cl)[nH]c21,12,16:01603:4:Z3814988957;16:01605:0:Z3814995393;16:01613:3:Z3814994990;
CC=C1CCCC1,11,16:01603:4:Z3837819374;16:01604:0:Z3499917532;16:01612:3:Z3499608096;
Cc1ccc(C)c2c(C)coc12,30,16:01603:4:Z2720870201;16:01613:9:Z2093856605;16:01614:3:Z2904357028;
Cn1[nH]cnc1=N,17,16:01603:4:Z3392874050;16:01604:0:Z2770902168;16:01642:6:Z2918741889;
CC1(C)C(N)C2CCCOC21,28,16:01603:4:Z2434020705;16:01606:9:Z3811210801;16:01608:7:Z2436679115;
c1ccc2c(c1)CCc1cnoc1-2,7,16:01603:5:Z2950008156;16:01623:6:Z2967038803;16:01624:4:Z2947674221;
O=S1(=O)CCCNc2ccccc21,25,16:01603:5:Z4132279137;16:01603:5:Z4132279612;16:01603:5:Z4132276375;
Cc1csc2cc(F)ccc12,80,16:01603:5:Z4229994835;16:01603:5:Z2283123467;16:01607:2:Z4454874996;
c1cc2c(cn1)NCCCC2,64,16:01603:5:Z4132759506;16:01604:0:Z4870916969;16:01605:1:Z4870912542;
CC1CC=CCC1,35,16:01603:5:Z4453202889;16:01608:6:Z2285552430;16:01609:9:Z3348261876;
O=C1CCNC2(CN1)COC2,81,16:01603:5:Z2843027073;16:01604:9:Z2843026304;16:01606:4:Z3313864712;
Oc1cnnc(O)c1,86,16:01603:5:Z4293823941;16:01605:0:Z4295043644;16:01605:2:Z4294556997;
c1cc2c(o1)CNCC2,96,16:01603:5:Z4414907921;16:01606:4:Z4414917294;16:01607:6:Z4414916168;
CC1(C)COc2ccnn2C1,34,16:01603:5:Z2918733963;16:01609:5:Z2923352591;16:01612:1:Z3009756462;
O=C1Nc2ccccc2C12CCNC2,28,16:01603:5:Z3051083550;16:01610:7:Z4059319724;16:01612:9:Z2273938452;
Cc1ccc(F)c(F)c1,17,16:01603:5:Z2040891197;16:01609:9:Z2898075390;16:01629:7:Z2792423980;
O=S1(=O)CCc2cccnc2C1,30,16:01603:5:Z4018499889;16:01603:5:Z3851113181;16:01603:5:Z3844882551;
O=c1[nH]ncc2cscc12,4,16:01603:5:Z2982119086;16:01662:9:Z2982137239;16:01663:0:Z2982125831;
c1cc2c(cn1)CCCCC2,74,16:01603:5:Z2967020566;16:01607:2:Z3695499881;16:01607:2:Z3695499878;
Oc1ncnc2cc(Cl)ccc12,19,16:01603:5:Z3558817897;16:01610:6:Z3558969889;16:01612:0:Z3557259673;
Clc1sc2ccccc2c1Cl,15,16:01603:5:Z3584491367;16:01618:2:Z4773093292;16:01637:8:Z3441514184;
O=S1(=O)CCC2CCCCN21,53,16:01603:5:Z4255881006;16:01608:1:Z4258478691;16:01613:5:Z4258259348;
O=S1(=O)CCNCc2ccccc21,74,16:01603:5:Z1732743335;16:01608:2:Z1732745109;16:01608:9:Z4012369319;
c1cnc2c(c1)N1CCC(C1)N2,43,16:01603:5:Z4132739458;16:01607:5:Z4848765850;16:01607:5:Z4848765849;
Cn1cncc1N,45,16:01603:5:Z4254698070;16:01605:0:Z4254695755;16:01606:2:Z4254698066;
O=c1[nH]cnc2[nH]nnc12,33,16:01603:5:Z4458751963;16:01604:9:Z3342225894;16:01608:4:Z4236556827;
Cc1ccc2c(c1F)NCCC2,36,16:01603:5:Z4132421891;16:01606:3:Z4132422407;16:01608:1:Z2326382479;
Cn1cc(Cl)c2ccccc21,101,16:01603:5:Z1267433819;16:01604:2:Z1529360550;16:01604:3:Z2284723045;
O=C1NCC2(CC2)C(=O)N1,46,16:01603:5:Z3210930614;16:01608:0:Z3211522449;16:01610:6:Z3211258664;
Cc1ccc2c(Cl)csc2c1,45,16:01603:6:Z2370998993;16:01611:2:Z3366284798;16:01611:7:Z1192661161;
Cc1ccc2ocnc2n1,41,16:01603:6:Z1651265487;16:01604:1:Z1651259039;16:01604:6:Z2346385847;
CC1Cn2cccc2C(=O)N1,40,16:01603:6:Z4224176143;16:01603:6:Z4224176146;16:01610:3:Z3790698310;
Fc1ccc2ncnn2c1,55,16:01603:6:Z1384022184;16:01606:0:Z2672404062;16:01607:2:Z4275865501;
Cc1cccc2sc(=O)[nH]c12,28,16:01603:6:Z3339991113;16:01611:5:Z3342864008;16:01615:8:Z3339990660;
Cc1c(Cl)ccc2[nH]ccc12,58,16:01603:6:Z4218005692;16:01606:6:Z3203133979;16:01614:1:Z3584486416;
Fc1cc(Cl)c2c(c1)CCC2,34,16:01603:6:Z4635975324;16:01611:3:Z4635993654;16:01622:7:Z4635978214;
Cc1cc2ccc(Cl)cc2cn1,13,16:01603:6:Z4872213456;16:01610:1:Z4872207447;16:01612:1:Z4872206650;
O=S1(=O)NCc2cc(Cl)ccc21,25,16:01603:6:Z4222065109;16:01617:6:Z4216916513;16:01619:1:Z4216916763;
Cc1coc2c1C(=O)CCC2,104,16:01603:6:Z1978021086;16:01603:8:Z1231542473;16:01603:9:Z4322797922;
O=c1[nH]cnc2c1CCNCC2,23,16:01603:6:Z3256627411;16:01613:1:Z4208478346;16:01614:0:Z3256627491;
CC1(C)CCc2ccccc2N1,32,16:01603:6:Z4239219257;16:01607:2:Z4239232465;16:01617:8:Z4239245177;
Fc1cccnn1,92,16:01603:6:Z3293392199;16:01604:3:Z2676796905;16:01604:5:Z2999895755;
Cn1cnc2c1CCNC21CCOCC1,3,16:01603:6:Z4614238083;16:01621:9:Z3614279399;16:01699:3:Z3040892162;
Clc1ccc2ccoc2c1Cl,25,16:01603:6:Z3179363480;16:01603:6:Z2781917889;16:01603:6:Z3179326928;
O=S1(=O)CCc2nncn2CC1,4,16:01603:6:Z2768785168;16:01630:7:Z2768785089;16:01631:4:Z2768785154;
CC1CSc2ccccc2CN1,68,16:01603:6:Z3352778954;16:01604:0:Z2149423612;16:01604:5:Z1732759069;
CC1(C)CC=CC(=O)C1,44,16:01603:6:Z4223783384;16:01604:7:Z4223785039;16:01605:5:Z4223788477;
Cc1nc(C)c2c(N)csc2n1,31,16:01603:6:Z4304180574;16:01605:5:Z4302970234;16:01608:9:Z4302107142;
CC12CCC(C1)C2(C)C,65,16:01603:6:Z4922873182;16:01603:7:Z4921674580;16:01603:9:Z4921707410;
Clc1ccnc2cccnc12,50,16:01603:6:Z2613899218;16:01615:3:Z2613527201;16:01620:3:Z2610250010;
CC1(C)CCc2[nH]ncc2C1,86,16:01603:6:Z5034905878;16:01606:6:Z5034331055;16:01612:3:Z5033334938;
Cc1cc(=O)[nH]c2ccccc12,44,16:01603:6:Z4055095191;16:01611:0:Z5049911210;16:01613:4:Z4121991124;
Cn1nn[nH]c1=O,65,16:01603:6:Z4151368173;16:01604:8:Z3339588206;16:01604:9:Z3341534256;
CC1(C)CNc2cc(F)ccc21,73,16:01603:6:Z4214731299;16:01607:9:Z4100245266;16:01609:6:Z4128288065;
Clc1csc2cccnc12,115,16:01603:6:Z4273216595;16:01605:2:Z3552596768;16:01605:2:Z4045714991;
Cn1c(=O)c2c(ncn2C)n(C)c1=O,11,16:01603:6:Z2968307189;16:01614:1:Z2970960235;16:01618:8:Z4908092448;
c1cc2c(s1)CSCC2,2,16:01603:6:Z144496034;16:01612:6:Z131213944;
Cc1ccnc(O)n1,6,16:01603:7:Z5065292739;16:01633:0:Z3098470030;16:01655:3:Z3095176266;
OC1CCCC12CCOCC2,73,16:01603:7:Z3805161512;16:01604:6:Z3907111316;16:01605:9:Z3775574333;
C1=Nc2ccccc2C1,25,16:01603:7:Z2478221878;16:01605:4:Z1470606758;16:01609:9:Z3513082426;
O=c1[nH]ccc2ncncc12,21,16:01603:7:Z1899650471;16:01608:8:Z3800180137;16:01610:9:Z2993702242;
Cn1c(=O)[nH]c2ccc(Cl)cc21,18,16:01603:7:Z3629954511;16:01619:5:Z3633998410;16:01621:0:Z3633997869;
Clc1ccc2c(c1)C1(CCO2)CC1,12,16:01603:7:Z4770610892;16:01619:9:Z4734136745;16:01619:9:Z4734136662;
Fc1ccc(F)c2ncccc12,78,16:01603:7:Z3830082617;16:01604:4:Z2223894563;16:01605:1:Z4078288912;
O=C1NC2CC(N1)c1ccccc1O2,6,16:01603:7:Z4212806046;16:01614:7:Z4212805882;16:01642:4:Z3547987035;
NC1c2ccccc2CC12CCNCC2,5,16:01603:7:Z4908114772;16:01640:2:Z4907790895;16:01642:6:Z4907790200;
Fc1cccc2nccnc12,104,16:01603:7:Z4389166944;16:01604:7:Z4389081016;16:01605:0:Z4390111377;
O=C1CNC(=O)C2(CC2)CN1,4,16:01603:7:Z4009005395;16:01603:7:Z4009005474;16:01675:0:Z4009005379;
Oc1ccc2cn[nH]c2c1,59,16:01603:7:Z2233664271;16:01611:9:Z2233666495;16:01612:4:Z4062187045;
CN1CCCNc2cc(Cl)ccc21,31,16:01603:7:Z1939964932;16:01604:0:Z2631544921;16:01605:6:Z4127629161;
O=c1[nH]ncn2cccc12,32,16:01603:8:Z1828313394;16:01610:0:Z3339415529;16:01612:1:Z1828318634;
C1=C2OCCC2CC1,5,16:01603:8:Z3094321002;16:01618:4:Z3094318884;16:01634:1:Z3094319192;
O=S1(=O)CCNC2CCOCC21,69,16:01603:8:Z4063734783;16:01603:8:Z4063734786;16:01603:8:Z4063734763;
O=c1[nH]c(=O)c2ncccc2[nH]1,19,16:01603:8:Z1528405635;16:01604:5:Z1528457933;16:01610:8:Z4208217339;
N=S1(=O)CCC2(CCN2)CC1,87,16:01603:8:Z3481124687;16:01603:8:Z3481126093;16:01604:3:Z4212396633;
NC1CCCc2c[nH]nc21,23,16:01603:8:Z3492984548;16:01604:6:Z2395985847;16:01607:0:Z2395984835;
O=C1NCCCc2sccc21,129,16:01603:8:Z3537793412;16:01605:0:Z4082404175;16:01605:3:Z5005140544;
CC1(C)CCc2ccnnc21,70,16:01603:8:Z3870342018;16:01604:5:Z3870202968;16:01606:6:Z3870554045;
CC1CCCc2sccc21,40,16:01603:8:Z2286100712;16:01605:4:Z2285958609;16:01605:6:Z4859127190;
