fragment_smiles,occurences,example_ligands
CC1(C)CNCCO1,6308,15:01500:0:Z4005513694;15:01500:0:Z4312523508;15:01500:1:Z3799670833;
c1ccc2c(c1)oc1cncnc12,43,15:01512:6:Z1661118561;15:01514:0:Z1183909149;15:01520:8:Z2615110520;
c1ccc2c(c1)oc1ccccc12,25,15:01512:7:Z1093759146;15:01516:1:Z2072045641;15:01521:8:Z68267204;
Cn1ccc2ccc(Cl)cc21,22,15:01512:7:Z1767470250;15:01513:9:Z3184559761;15:01521:1:Z4269134645;
O=C1NCNc2cccc(Cl)c21,13,15:01512:7:Z2358563297;15:01515:2:Z3254037140;15:01531:8:Z1272858221;
CC1CCC2OCCC2N1,12,15:01512:8:Z2018899506;15:01520:9:Z2170026279;15:01528:6:Z2016092963;
OC1CCc2ccncc21,24,15:01512:8:Z4223315544;15:01515:5:Z4223088628;15:01516:7:Z4223098114;
Nc1ccc2cccnc2n1,7,15:01512:9:Z3234944316;15:01541:4:Z2905423459;15:01546:5:Z3523210967;
Clc1cccc2c1CCCN2,11,15:01513:0:Z4732992650;15:01513:3:Z1090743712;15:01518:0:Z1983864265;
O=S1(=O)Cc2c(Cl)cccc2N1,9,15:01513:0:Z2475675679;15:01519:2:Z2475677600;15:01528:5:Z2475676360;
Cc1cnc2c(C)cccc2c1,39,15:01513:1:Z4081301153;15:01514:6:Z1692925013;15:01518:9:Z3774308133;
Fc1cccc2nc[nH]c12,8,15:01513:1:Z666485380;15:01520:0:Z1527372468;15:01526:6:Z1527372757;
c1ccc2c(c1)OCc1cn[nH]c1-2,8,15:01513:1:Z4135480992;15:01573:0:Z4137174550;15:01573:0:Z4096184000;
O=S1(=O)CCNCCCCCCCN1,27,15:01513:1:Z4170672692;15:01514:2:Z4271325334;15:01521:0:Z3626811137;
O=S1(=O)CCN2C=CC=CC2=N1,5,15:01513:2:Z1959764482;15:01540:9:Z2442697484;15:01553:1:Z1170199819;
CN1c2ccccc2NCC1(C)C,2,15:01513:2:Z4082206133;15:01575:7:Z3506187461;
CC1(C)NC(=O)CNC1=O,13,15:01513:2:Z4208551449;15:01517:5:Z4208541970;15:01529:7:Z4208549047;
CC1C(=O)NCC(=O)N1C,8,15:01513:2:Z4208538751;15:01522:7:Z4208534728;15:01524:8:Z4443112344;
c1ccc2c(c1)CNc1ccccc1-2,7,15:01513:3:Z2067528086;15:01513:7:Z2369119705;15:01541:5:Z3790223115;
c1nc2c(s1)CC1(CCOCC1)CC2,5,15:01513:3:Z2453972435;15:01517:1:Z4022173475;15:01517:1:Z4140475018;
O=c1[nH]c2ccccc2n2cnnc12,3,15:01513:3:Z103168236;15:01516:5:Z1272937266;15:01531:8:Z1673178756;
Cc1nc2ncnn2c(C)c1C,20,15:01513:4:Z666049652;15:01516:6:Z4236123533;15:01519:3:Z2503973334;
Cc1ccc2ccsc2n1,3,15:01513:4:Z2999320802;15:01513:8:Z4271187691;15:01543:0:Z2999321321;
c1nc2nncc-2c[nH]1,7,15:01513:4:Z2466017129;15:01524:0:Z3011807016;15:01533:4:Z2466036349;
Cc1cc(=O)[nH]c2c(C)cccc12,5,15:01513:4:Z2898215466;15:01545:3:Z2993824113;15:01566:3:Z2898214154;
C1CC2COCC3(CNCOC3)N2C1,22,15:01513:4:Z3609465132;15:01513:4:Z3599124954;15:01523:5:Z3599128591;
Cc1cn(C)c2c1C(=O)CCC2,2,15:01513:4:Z4223911531;15:01526:1:Z4223690680;
Oc1cccc2nc[nH]c12,1,15:01513:4:Z3492835016;
Clc1c[nH]c2cccnc12,1,15:01513:4:Z4918759385;
Cn1cc2cn[nH]c(=O)c2n1,4,15:01513:5:Z1749303515;15:01546:3:Z4122257565;15:01560:1:Z4122256419;
Cn1nc(N)c2c1CNC2,17,15:01513:5:Z3647959745;15:01518:7:Z4228214934;15:01524:7:Z2972683885;
Nc1nnc2ccccc2n1,3,15:01513:5:Z4223833192;15:01517:9:Z4387203455;15:01565:2:Z4224232414;
c1cc2c(s1)CCc1scnc1-2,11,15:01513:6:Z2932510074;15:01514:5:Z2932510160;15:01521:8:Z2932510696;
O=c1[nH]c(=O)c2ccccc2s1,12,15:01513:6:Z2438148158;15:01514:5:Z1729834347;15:01529:5:Z4611465177;
c1ccc2c(c1)CNCC1CCCN21,40,15:01513:6:Z2854238401;15:01513:6:Z2854492435;15:01513:6:Z2854238403;
O=c1[nH]c2cnccc2o1,19,15:01513:7:Z4187932727;15:01514:6:Z4187934651;15:01518:0:Z4187934772;
CN1C(=O)c2ccccc2S1(=O)=O,13,15:01513:7:Z796658074;15:01524:3:Z3588922070;15:01533:2:Z796659012;
Cc1cccc2c1C(=O)N(C)CN2,9,15:01513:8:Z1418960711;15:01514:4:Z1024921150;15:01537:0:Z2351355401;
Cc1n[nH]c(=O)c2cccc(O)c12,4,15:01513:8:Z4449745887;15:01545:3:Z4449745368;15:01548:2:Z4449745535;
Cc1ncncc1Cl,36,15:01513:9:Z3503021460;15:01517:0:Z3503011818;15:01518:1:Z3503015560;
Clc1cccc2cnoc12,4,15:01513:9:Z4579091459;15:01542:2:Z4579091693;15:01568:1:Z4579090187;
Cc1ccnc2c1c(=O)n(C)c(=O)n2C,2,15:01513:9:Z1486264454;15:01569:6:Z1243606259;
Nc1n[nH]c2c1CNCC2,11,15:01513:9:Z3393336824;15:01524:2:Z5023149796;15:01526:2:Z4026190915;
O=c1ccnc2[nH]c3ccccc3n12,2,15:01514:0:Z52866528;15:01527:0:Z138196102;
Cn1ccc(=O)c2cncnc21,10,15:01514:0:Z4365437047;15:01516:8:Z4365437044;15:01533:1:Z4365436942;
Cc1ccc2c(c1)CCS2(=O)=O,27,15:01514:1:Z3356112747;15:01524:4:Z4055505385;15:01528:2:Z3354086204;
Cc1cccc2c1CCC2=O,5,15:01514:2:Z4427004629;15:01523:5:Z4313316922;15:01541:7:Z4623182513;
O=c1ccoc2ccc(F)cc12,12,15:01514:2:Z996773348;15:01519:6:Z24269873;15:01524:6:Z24269881;
Cc1cc2ccc(Cl)cc2c(=O)[nH]1,4,15:01514:2:Z4630071548;15:01524:5:Z4630071615;15:01534:7:Z4630071693;
CC1(C)CNC(=O)CNC1=O,6,15:01514:3:Z4208566143;15:01551:8:Z4208565883;15:01556:1:Z5057507641;
c1ccc2c(c1)Cn1nncc1CN2,12,15:01514:3:Z4128383917;15:01532:4:Z1818006784;15:01533:4:Z1819488684;
FC1(F)CC12CCCc1ccccc12,4,15:01514:4:Z3640239247;15:01548:9:Z3508661262;15:01552:8:Z3506123247;
CC1C=NNC(=O)C1,15,15:01514:4:Z2789987060;15:01517:7:Z2790135048;15:01522:7:Z3492929357;
Cc1ccc2sc(=O)n(C)c2c1,26,15:01514:5:Z4216479302;15:01514:6:Z4216479228;15:01514:6:Z4216479201;
Cn1cccc(N)c1=O,9,15:01514:5:Z3347041582;15:01517:9:Z3716619713;15:01523:0:Z4999793330;
NC1C2CC3C(C2)C13,12,15:01514:5:Z4184401472;15:01517:6:Z4194129312;15:01524:1:Z4184396219;
Cn1c(=O)c2cccnc2n(C)c1=O,8,15:01514:6:Z3102600380;15:01514:6:Z2503836656;15:01514:6:Z2606444295;
O=c1[nH]cnc2cc(F)c(O)cc12,4,15:01514:6:Z2529074728;15:01525:3:Z2358650937;15:01544:8:Z2358650577;
C=C1CC(N)C1,21,15:01514:6:Z4168901937;15:01514:7:Z4168902054;15:01515:7:Z4168897867;
Fc1ccc2c(c1)CNCCC2,7,15:01514:6:Z4563131317;15:01528:7:Z4113389508;15:01528:7:Z4004304786;
O=C1NCCC1O,4,15:01514:6:Z3006788350;15:01525:5:Z2618182673;15:01560:3:Z4223603021;
Cc1nc2cc(F)c(F)cc2[nH]1,12,15:01514:6:Z1952750046;15:01516:6:Z3054467337;15:01519:6:Z3898549232;
Oc1nnc2n1CCNC2,2,15:01514:7:Z4212677586;15:01537:6:Z4212677825;
Fc1ccc2ccoc2c1F,16,15:01514:7:Z4024432478;15:01514:7:Z4112650980;15:01518:9:Z3167714575;
Oc1ccnc2c(F)cc(F)cc12,4,15:01514:7:Z3640250841;15:01514:7:Z3209493770;15:01525:5:Z4053536148;
O=c1cc[nH]c2cnccc12,14,15:01514:8:Z5058345418;15:01515:0:Z4216689885;15:01525:1:Z4216688150;
Clc1ccc2c(c1)SCCCN2,12,15:01514:8:Z4128444704;15:01525:2:Z4128443619;15:01552:1:Z4847451643;
c1ccc2c(c1)ncc1cccn12,16,15:01514:8:Z2612036677;15:01516:0:Z2613888379;15:01527:2:Z2613492750;
c1cc2cnc[nH]c-2n1,4,15:01514:9:Z4278123676;15:01521:5:Z4272767655;15:01533:1:Z4272773609;
Nc1cn2ccncc2n1,4,15:01514:9:Z3512057318;15:01532:2:Z4387273608;15:01568:7:Z3506243661;
Cc1ccc2ncn(C)c(=O)c2c1,9,15:01515:0:Z2442219188;15:01523:2:Z441398696;15:01524:4:Z2274082507;
CC1C=CCC1,16,15:01515:1:Z3861969052;15:01515:5:Z3861949386;15:01515:5:Z3861903389;
Cc1cccc2nsnc12,1,15:01515:2:Z4342122270;
C1CC2(CCO1)OC1CC2C1,8,15:01515:2:Z4221694840;15:01515:2:Z3498810580;15:01515:2:Z3807824100;
O=C1CC2C3CCC(C3)N2C(=O)CN1,3,15:01515:3:Z4208577328;15:01599:8:Z4208577400;15:01599:8:Z4208577350;
C1CCc2n[nH]nc2C1,3,15:01515:3:Z3828181898;15:01535:0:Z3828200782;15:01583:5:Z3828193818;
CN1CCc2[nH]c(=O)ccc2C1,23,15:01515:3:Z3606698165;15:01515:9:Z3362967354;15:01518:0:Z3367177266;
Cc1cc2c(s1)c1cn[nH]c(=O)c1n2C,3,15:01515:4:Z3547503900;15:01534:5:Z3547510922;15:01594:3:Z3247418857;
c1ccc2c(c1)sc1nncn12,16,15:01515:4:Z4169291235;15:01520:8:Z1899657887;15:01521:4:Z1796641522;
Cc1nc2c([nH]1)C1CCCNC1CC2,8,15:01515:5:Z4003080290;15:01537:8:Z3595924215;15:01538:3:Z3595931386;
O=C1CCc2cccc3c2N1CCC3,12,15:01515:5:Z4223585312;15:01516:5:Z2687619910;15:01517:6:Z3093759899;
Cn1[nH]cc2c(=N)ccnc1-2,2,15:01515:5:Z3494561568;15:01545:8:Z2038284140;
O=C1CCCc2cc(Cl)ccc2N1,23,15:01515:5:Z4876124624;15:01515:5:Z4563362035;15:01515:5:Z3359298042;
Cc1n[nH]c2nc(O)ccc12,27,15:01515:6:Z3054788600;15:01516:8:Z2297272561;15:01517:7:Z2027637786;
Oc1nccc2ccccc12,4,15:01515:6:Z3484500091;15:01543:4:Z3013888140;15:01551:3:Z4745595823;
Cc1ncc2c3c(sc2n1)CCCCC3,3,15:01515:6:Z729089446;15:01577:2:Z2701320586;15:01591:8:Z31238830;
Cc1ccc2[nH]c(=O)[nH]c2c1,13,15:01515:7:Z4081929632;15:01518:8:Z4081908234;15:01522:4:Z4081899429;
O=C1CNC2CCCc3cccc(c32)N1,3,15:01515:8:Z2201029140;15:01540:9:Z3877296133;15:01547:5:Z2973454115;
Cc1ccc2c(c1)C=CCO2,2,15:01515:8:Z2789511134;15:01546:9:Z2789378965;
c1ccc2c(c1)CNC1(CC1)C2,14,15:01515:8:Z3701480278;15:01520:0:Z3645066540;15:01520:3:Z3715751056;
CC1CC(=O)N(C)c2ccccc21,17,15:01515:9:Z2722388935;15:01515:9:Z2722387140;15:01524:0:Z2722389944;
O=c1ccn2c(n1)OCC2,5,15:01515:9:Z3809327420;15:01525:8:Z3809321739;15:01549:7:Z3809323577;
Clc1cc2c(s1)C1(CCNCC1)OCC2,6,15:01515:9:Z3879163335;15:01551:2:Z3831787728;15:01567:5:Z3879165162;
Nc1ncc2nc[nH]c2n1,4,15:01515:9:Z4134991640;15:01536:6:Z4211966741;15:01567:8:Z4168576000;
Clc1ccc2c(c1)NCCN2,5,15:01515:9:Z2871085829;15:01571:6:Z1737583322;15:01598:6:Z2063154134;
c1ccc2c(c1)CNCC1(CCOC1)O2,9,15:01515:9:Z3209018768;15:01521:0:Z3318904281;15:01546:2:Z3079866345;
CC1CCC2(C1)NCC(=O)N2,2,15:01516:0:Z2830894614;15:01544:5:Z2351362775;
O=C1CC2CCc3sccc3C2=NN1,9,15:01516:0:Z2863959818;15:01519:7:Z2863958203;15:01540:0:Z2863959470;
CC1(C)C=CCN1,5,15:01516:1:Z4223891955;15:01545:1:Z4223895772;15:01556:4:Z4223892100;
CC12CC(C1)C1(CCNCC1)O2,8,15:01516:1:Z3521983408;15:01519:6:Z3521981796;15:01522:8:Z3521989824;
O=S1(=O)Cc2cc(Cl)ccc2N1,9,15:01516:1:Z2442773516;15:01518:4:Z2442773801;15:01520:6:Z4526223262;
c1nc2cc3c(cc2s1)OCCO3,4,15:01516:1:Z1210034187;15:01532:3:Z1611030159;15:01546:6:Z1521932805;
c1nc2cc3c(cc2s1)OCO3,17,15:01516:1:Z3608248750;15:01522:7:Z3603158244;15:01523:2:Z4285464070;
O=S1(=O)CCCCC12CCOCC2,4,15:01516:1:Z3395125478;15:01541:1:Z3598106665;15:01572:4:Z3294483141;
O=C1NC2CC(N1)c1ccccc1O2,8,15:01516:2:Z3547943617;15:01539:3:Z3547875211;15:01545:2:Z4187488661;
c1cc2cc3c(cc2o1)CCC3,7,15:01516:4:Z4208233812;15:01519:8:Z54934516;15:01534:8:Z26754602;
Clc1sc(Cl)c2c1CCCC2,9,15:01516:4:Z1441023025;15:01522:6:Z1590063282;15:01524:2:Z2699274416;
Cc1cc(=O)n2[nH]c(C)nc2n1,7,15:01516:5:Z2993837609;15:01518:1:Z2898283701;15:01530:4:Z3860267014;
c1nc2c([nH]1)C1(CCNC1)NCC2,20,15:01516:5:Z3135347889;15:01518:9:Z4054961111;15:01524:0:Z3346882595;
CC1NC2(CNC1=O)COC2,2,15:01516:5:Z3294656077;15:01550:1:Z3294655668;
c1cc2n[nH]nc2cn1,7,15:01516:5:Z3828181421;15:01522:4:Z3828188485;15:01558:6:Z4024590336;
Cc1ccc2c(=O)[nH]ccc2c1,5,15:01516:5:Z3500411931;15:01526:4:Z3800237952;15:01538:7:Z4000332690;
Cc1n[nH]c(=O)c2nc(N)sc12,6,15:01516:5:Z2789972236;15:01533:6:Z2790115603;15:01539:8:Z2790083549;
c1ccc2c(c1)CCCc1nccn1-2,9,15:01516:6:Z2610629257;15:01516:6:Z2610629260;15:01516:6:Z2610629258;
C=c1[nH]c(=O)c(=C)s1,4,15:01516:7:Z414824444;15:01558:2:Z2234584009;15:01574:7:Z424802808;
CC1CCn2cnnc21,1,15:01516:8:Z3788936026;
Cc1cc2c(F)cccc2[nH]1,7,15:01516:8:Z3790797174;15:01526:4:Z2169383950;15:01539:7:Z3800175765;
O=C1COc2cccnc21,7,15:01516:8:Z4522209904;15:01533:0:Z4427012203;15:01557:8:Z4224079535;
Cc1n[nH]c2c(=O)[nH]cnc12,8,15:01516:8:Z4208983458;15:01524:2:Z4208984875;15:01527:4:Z4208983411;
O=C1CC2(CNC2)n2ccnc2N1,14,15:01516:8:Z3370358445;15:01527:5:Z3370348777;15:01533:2:Z3370351248;
Cc1ccc2cc(Cl)cc(C)c2n1,8,15:01516:8:Z1212693126;15:01529:8:Z2199776944;15:01538:8:Z2368528017;
O=C1CC2(CCNC2)Oc2ccccc21,4,15:01516:9:Z2330691675;15:01562:6:Z2704706482;15:01572:0:Z2330688620;
Cn1cc2cccc(F)c2n1,3,15:01516:9:Z4224232475;15:01564:2:Z4169268549;15:01588:6:Z4556067271;
c1cc2c(s1)CSCC2,3,15:01517:0:Z280761806;15:01547:6:Z1468336595;15:01547:6:Z353282770;
CC1(C)CNc2ccccc2C(=O)N1,12,15:01517:0:Z3521841280;15:01523:1:Z4264097904;15:01530:6:Z3521841306;
Cn1cnc2c1CCNC21CCNC1,4,15:01517:2:Z3511323196;15:01534:8:Z4185192425;15:01557:4:Z3494897506;
c1cc2ocnc2cn1,11,15:01517:2:Z4210157480;15:01519:8:Z4210156046;15:01520:6:Z4906190420;
Cc1oncc1Cl,13,15:01517:2:Z4922734988;15:01522:3:Z3339895893;15:01522:5:Z3339895164;
O=c1cc[nH]c2cc(F)c(F)cc12,7,15:01517:3:Z3018808289;15:01517:3:Z3132891512;15:01519:3:Z2960219289;
CC1=NNC(=O)C2(CCC2)C1,10,15:01517:3:Z2790038841;15:01523:2:Z2789954975;15:01524:8:Z2790050613;
CC1CCC(=O)c2ccccc21,6,15:01517:4:Z4223599675;15:01530:2:Z4224235764;15:01543:9:Z3347058028;
O=c1cc[nH]c2cc(Cl)c(Cl)cc12,9,15:01517:4:Z3296972157;15:01531:1:Z3356423904;15:01547:8:Z3298393679;
Fc1cccc2[nH]ncc12,1,15:01517:4:Z1340449373;
Oc1ccc2c(c1)CCO2,11,15:01517:4:Z4223792981;15:01517:6:Z3815276228;15:01532:3:Z4079363976;
NC1CC2(C1)NCCN1CCCC12,19,15:01517:4:Z3040197862;15:01526:3:Z3040192187;15:01527:8:Z3040118785;
Cc1ncc2cnccn12,5,15:01517:5:Z3512019951;15:01527:2:Z4453203732;15:01534:1:Z3506038402;
c1ccc2c(c1)ccc1[nH]ccc12,7,15:01517:5:Z300163826;15:01525:5:Z1279791434;15:01540:9:Z344852026;
CC1(C)CNCC2(CC3CCC2C3)O1,11,15:01517:6:Z4191697623;15:01518:5:Z4194304023;15:01519:0:Z4192225612;
Nc1cnncc1Cl,2,15:01517:6:Z3773597213;15:01578:1:Z2790047537;
c1cc2cc[nH]c2nn1,3,15:01517:6:Z4999633710;15:01582:1:Z4630208071;15:01587:2:Z4526173196;
Cc1ccc2cn[nH]c(=O)c2c1,8,15:01517:6:Z3064941437;15:01553:6:Z3064944321;15:01554:0:Z3064940968;
Cn1c(=O)c2cc[nH]c2n(C)c1=O,5,15:01517:6:Z4023809271;15:01517:6:Z1302560049;15:01517:6:Z4023818654;
O=c1[nH][nH]c(=O)c2c1CCCC2,5,15:01517:7:Z2789952030;15:01530:9:Z2790007449;15:01536:5:Z4561834557;
O=c1[nH]ccc2[nH]cnc12,7,15:01517:7:Z4188637093;15:01531:3:Z3777270325;15:01550:6:Z3512098161;
O=c1[nH]ncc2ncccc12,4,15:01517:7:Z3254791613;15:01517:7:Z3254791628;15:01544:9:Z4523942265;
C1CC2CC3(CCC3)CC(C1)N2,4,15:01517:8:Z4592898534;15:01527:1:Z4592870981;15:01555:8:Z4592846299;
O=c1ccnc2[nH]cnn12,11,15:01517:9:Z2676711517;15:01524:6:Z2676709482;15:01534:6:Z2676711518;
O=c1[nH]ncc2c[nH]nc12,5,15:01517:9:Z2790029750;15:01529:8:Z2790153864;15:01532:4:Z2789968387;
CC1(C)C(=O)NC2CCCCC21,17,15:01518:0:Z3551842523;15:01519:8:Z3557727543;15:01520:0:Z4081475898;
O=C1COc2ccccc2CN1,3,15:01518:1:Z3815682836;15:01521:9:Z2930626857;15:01550:0:Z2904923878;
O=C1CNc2cc(F)c(F)cc2N1,19,15:01518:1:Z3000832216;15:01520:2:Z3086750572;15:01534:9:Z4127055653;
Cc1nc2cc(Cl)ccc2[nH]1,19,15:01518:1:Z4479138198;15:01518:1:Z4479140039;15:01518:1:Z4479140060;
Cc1cc(C)c2ccncc2c1C,2,15:01518:2:Z4390515260;15:01551:7:Z3557952198;
Oc1nc2ccccc2[nH]1,18,15:01518:4:Z2848194370;15:01531:6:Z2830259397;15:01535:4:Z2830259194;
Cc1ccc2c(Cl)cc(Cl)cc2n1,2,15:01518:4:Z1993856031;15:01573:5:Z2917947822;
Cc1ccnc2nc(O)[nH]c(=O)c12,4,15:01518:5:Z2061005621;15:01518:5:Z1314275254;15:01531:2:Z2349755258;
CC1(C)CCNC(=O)c2ccoc21,4,15:01518:5:Z4021837089;15:01519:8:Z4002292355;15:01521:4:Z4020497060;
NC1C2CC3CC(C2)CC1C3,4,15:01518:5:Z3517084838;15:01528:5:Z3511420601;15:01542:0:Z4057189515;
Oc1ncnn2cccc12,1,15:01518:6:Z4387276283;
O=c1[nH]ncc2cscc12,7,15:01518:6:Z2982111599;15:01576:2:Z2982136699;15:01578:4:Z2982134219;
Cc1ccnc2c1NC(=O)CN2,18,15:01518:7:Z4126302360;15:01519:5:Z2703131955;15:01533:9:Z4126296678;
CC1(C)C2CC(N)C(O)C1C2,15,15:01518:7:Z4204245146;15:01518:7:Z4203433037;15:01518:7:Z4204245320;
Cc1cc2[nH]ncc2c(=O)n1C,6,15:01518:7:Z4487525641;15:01519:5:Z2911877218;15:01523:1:Z2911872623;
Cn1ccc2nc[nH]c(=O)c21,10,15:01518:8:Z3484515794;15:01521:1:Z3484561646;15:01530:6:Z3484603638;
Cn1c(=O)[nH]c2nccnc21,25,15:01518:8:Z4216874724;15:01523:1:Z4216874170;15:01526:0:Z4426789152;
C1CC2(C1)CC1CCC(C2)N1,5,15:01518:9:Z4182855647;15:01556:0:Z4594234234;15:01560:4:Z4182851917;
CC1C=Cc2ccccc21,4,15:01519:0:Z4253983051;15:01519:0:Z4253855436;15:01519:0:Z4256023935;
Fc1cnc(Cl)nc1,5,15:01519:2:Z4246995318;15:01519:2:Z4246998759;15:01538:0:Z4246991288;
CN1CCc2[nH]cnc2C1,1,15:01519:2:Z1850813078;
OC1C2CC3CC(C2)CC1C3,8,15:01519:2:Z3626269518;15:01519:3:Z3626267550;15:01544:4:Z3433756935;
Cc1cc2nncn2c2ccccc12,7,15:01519:3:Z16636243;15:01520:2:Z16636244;15:01553:4:Z94561746;
C1CC2CSCC(C1)C2,4,15:01519:3:Z4253444163;15:01558:9:Z4252714181;15:01562:4:Z4252415598;
O=c1[nH]cnc2sc3c(c12)CCCS3,9,15:01519:4:Z2358645792;15:01530:3:Z2903942256;15:01534:5:Z3253737299;
Clc1ccc2c(c1)OCC=C2,2,15:01519:5:Z3340263097;15:01552:5:Z3340112617;
Cc1nc(C)c2c(N)csc2n1,18,15:01519:5:Z4303707680;15:01531:0:Z4302459258;15:01537:1:Z4305216220;
CC1(C)CCC(=O)c2ccccc21,14,15:01519:6:Z2618182457;15:01522:6:Z3640237823;15:01522:6:Z3584869991;
c1ccc2c(c1)NCC21CCNC1,3,15:01519:6:Z3500790025;15:01527:3:Z2092959890;15:01530:6:Z3647767972;
Cn1[nH]ccc1=N,2,15:01519:6:Z2772968776;15:01545:3:Z3364869943;
Cc1nn(C)c2c(=O)[nH]ncc12,5,15:01519:7:Z2790124806;15:01520:1:Z2790102930;15:01556:8:Z4014522398;
Nc1cc[nH]c(=O)n1,5,15:01519:9:Z1820356076;15:01523:9:Z4918766461;15:01565:8:Z3506228704;
C1=C2OCCC2CC1,6,15:01520:0:Z3254158843;15:01520:7:Z3094321053;15:01529:1:Z3097527133;
O=C1CNC2(CCCC2)N1,4,15:01520:0:Z1848489951;15:01524:8:Z2830894738;15:01563:4:Z2351362543;
c1nnc2n1CCCCCCC2,2,15:01520:1:Z3292144060;15:01571:8:Z3292143995;
Cn1ccc2ncccc21,2,15:01520:1:Z4427017455;15:01536:7:Z4453208519;
O=c1[nH]ncc2ncsc12,19,15:01520:1:Z2982147782;15:01528:8:Z3339798305;15:01530:4:Z2789964628;
Cc1c(Cl)cc(Cl)c2nccc(=O)n12,4,15:01520:1:Z1362528359;15:01523:7:Z1546917514;15:01539:7:Z2956389100;
O=C1NS(=O)(=O)C2CCCNC12,3,15:01520:2:Z4272800987;15:01561:8:Z4272801063;15:01562:6:Z4272800209;
O=C1NCCOc2cc(F)ccc21,4,15:01520:2:Z4427015252;15:01558:4:Z4926122542;15:01566:2:Z4151848034;
Cc1c[nH]cnc1=O,6,15:01520:3:Z1688189623;15:01524:0:Z2790296625;15:01555:1:Z1699957320;
O=C1CC(O)c2cc(Cl)ccc2N1,5,15:01520:3:Z4316528792;15:01539:3:Z4323642277;15:01539:3:Z4324753342;
O=c1[nH]ncc2nn3ccccc3c12,5,15:01520:3:Z4024686931;15:01549:3:Z4024686901;15:01575:1:Z4024689190;
O=c1ccc2c(o1)CCCC2,4,15:01520:3:Z4253466353;15:01526:7:Z4252163855;15:01539:7:Z4391558425;
Cn1c(=O)cnc2ccccc21,8,15:01520:3:Z3513885538;15:01537:1:Z2769177146;15:01538:0:Z1729820540;
Nc1ccc2ccc(=O)[nH]c2n1,3,15:01520:4:Z1335782587;15:01528:3:Z1521740635;15:01541:9:Z2721088184;
Cc1ccnc(O)n1,2,15:01520:4:Z5019722775;15:01564:6:Z3098469486;
Cc1cc2cc(Cl)ccc2s1,16,15:01520:5:Z1378499979;15:01529:0:Z2184063446;15:01529:9:Z1545014476;
O=c1nc2[nH]cnc2c[nH]1,2,15:01520:5:Z4774597492;15:01549:1:Z4774596954;
O=C1CNC(=O)C2(CCCOC2)CN1,4,15:01520:5:Z4208569824;15:01523:7:Z5057507817;15:01548:8:Z4009016508;
Nc1n[nH]c2ccccc12,5,15:01520:6:Z5039747116;15:01560:1:Z5039744184;15:01568:5:Z5039723659;
Clc1nnc2ccccn12,7,15:01520:6:Z3816293642;15:01540:0:Z3816294691;15:01553:2:Z3816296912;
Nc1ccsc1,7,15:01520:7:Z4254815532;15:01526:3:Z4254822005;15:01584:5:Z4453447895;
O=C1CNC(=O)C2(CCCC2)N1,6,15:01520:7:Z4383651895;15:01562:8:Z4208550809;15:01562:8:Z3232736984;
Cc1cc(C)n2cncc2n1,3,15:01520:8:Z3497450596;15:01550:5:Z3497449532;15:01591:6:Z3497454744;
OC12CC3CC(C1)CC(O)(C3)C2,7,15:01520:8:Z4307161557;15:01532:2:Z4307711831;15:01535:9:Z4307176841;
Cc1cc2c(cnn2C)c(=O)n1C,4,15:01520:8:Z4614460421;15:01541:1:Z2873305678;15:01541:1:Z2873305594;
Cn1c(Cl)nc2ccccc21,3,15:01520:9:Z4876500181;15:01525:5:Z4920898818;15:01571:9:Z4920898762;
Oc1noc2ccccc12,3,15:01521:0:Z4999793021;15:01587:2:Z4827762247;15:01588:3:Z2824472200;
CC1(C)C(=O)Nc2cc(F)ccc21,6,15:01521:1:Z3347109740;15:01524:4:Z3347029000;15:01538:0:Z4224266490;
Fc1ccc2c(c1)C=CCO2,3,15:01521:1:Z1685543122;15:01529:7:Z2001048273;15:01564:7:Z1684358026;
O=c1[nH]c(=O)c2cc(Cl)ccc2[nH]1,13,15:01521:1:Z4379746045;15:01522:4:Z4426433938;15:01535:3:Z4080772111;
Clc1cc2cccnc2cc1Cl,4,15:01521:1:Z3340156267;15:01529:6:Z3340156216;15:01530:8:Z3340156210;
Cc1c[nH]c2c1C(=O)CC(C)(C)C2,10,15:01521:1:Z2231748684;15:01536:4:Z2720864959;15:01541:2:Z2644955535;
Cc1ccc2[nH]cnc(=O)c2c1,3,15:01521:2:Z4223792199;15:01587:7:Z4224075475;15:01592:1:Z3631416197;
Cc1nc2cccnc2n1C,8,15:01521:2:Z4313327753;15:01521:7:Z2723077129;15:01530:9:Z2739849083;
Oc1cc2ccccn2n1,1,15:01521:2:Z4224086966;
Cc1cc(F)c2nc(O)ccc2c1,13,15:01521:4:Z3054157564;15:01526:8:Z1618245316;15:01533:7:Z2231747301;
CN1CCNCC(F)(F)C1,1,15:01521:4:Z3319594544;
Cc1c(Cl)cc2c(c1Cl)CCCN2,4,15:01521:6:Z4541324710;15:01562:3:Z4862016824;15:01562:3:Z2357003514;
Cc1nn2c(O)ccnc2c1C,7,15:01521:6:Z4458547708;15:01537:6:Z4458680891;15:01548:7:Z4458757277;
Cn1c(=O)c2nc[nH]c2n(C)c1=O,6,15:01521:8:Z1579591472;15:01541:4:Z2071600611;15:01569:9:Z1692814931;
Fc1cccc2ncoc12,3,15:01521:9:Z2742680593;15:01552:9:Z2742673168;15:01586:5:Z3293551646;
