fragment_smiles,occurences,example_ligands
CC1CCN(C)CC1,463,143:14300:0:Z3607004298;143:14300:6:Z1630198055;143:14300:6:Z1631161865;
Clc1cccc2scc(Cl)c12,27,143:14302:7:Z2804629722;143:14304:7:Z1529939401;143:14312:6:Z4574067088;
O=C1NCOc2ccccc21,10,143:14302:7:Z729920390;143:14328:7:Z4150963635;143:14330:7:Z2830823717;
Cc1ccc2c(=O)[nH]cnc2n1,17,143:14302:7:Z872229660;143:14311:0:Z1558663014;143:14313:0:Z1955003602;
O=c1nc[nH]c2ccccc12,74,143:14302:7:Z1675344879;143:14302:8:Z4342677049;143:14306:9:Z4065894323;
Cc1ccc2c(=O)[nH]cnc2c1,4,143:14302:7:Z3773626780;143:14361:1:Z3773626433;143:14374:7:Z3773626413;
O=c1cc(O)cn[nH]1,119,143:14302:7:Z4771029106;143:14303:9:Z3995380149;143:14304:7:Z3994610627;
O=C1CNc2cc(Cl)ccc2N1,20,143:14302:7:Z4132184753;143:14303:0:Z4362484077;143:14303:8:Z4132184735;
Oc1nccc2cnccc12,3,143:14302:7:Z5022192263;143:14368:7:Z4223076645;143:14382:5:Z4224275308;
CC1(O)CNOC1,80,143:14302:7:Z3587229265;143:14303:3:Z3587235317;143:14303:3:Z4178204421;
Cc1cccc2c1N(C)C(=O)C2(C)C,90,143:14302:7:Z3365037831;143:14303:3:Z3405276224;143:14303:3:Z3471296283;
CN1CCN(C)c2ccccc2C1,2,143:14302:7:Z2407383835;143:14370:0:Z2998782510;
Cc1cccc2c1C(=O)N(C)CN2,16,143:14302:7:Z3292234656;143:14306:5:Z1024922180;143:14307:5:Z1024922580;
Clc1ccc2cc3n(c2c1)CCNC3,94,143:14302:7:Z3784360958;143:14303:4:Z4311193241;143:14303:8:Z1987467595;
Clc1ncncn1,143,143:14302:7:Z4259812868;143:14303:9:Z4259805710;143:14304:1:Z4259832006;
Cc1cc(C)c2ncsc2c1,42,143:14302:7:Z1130752838;143:14303:0:Z30267133;143:14303:8:Z2850951722;
FC1(F)CCCCCCC1,44,143:14302:7:Z3869583275;143:14307:9:Z3611569713;143:14308:2:Z3611570158;
O=c1[nH]nnc2cc(Cl)ccc12,29,143:14302:7:Z1954986547;143:14313:2:Z66652307;143:14319:2:Z653371118;
Cc1ccsc1Cl,103,143:14302:7:Z1828809784;143:14304:0:Z2097679558;143:14305:5:Z4008872396;
Cc1cc2c(cc1Cl)NCC2,30,143:14302:7:Z4118606792;143:14305:3:Z4118607962;143:14306:3:Z4112030110;
Cc1ccc2cnccc2n1,50,143:14302:7:Z3870233517;143:14304:2:Z1870345079;143:14304:6:Z3869769037;
O=C1NCNC12CCCC2,36,143:14302:8:Z1816989542;143:14304:3:Z2043603024;143:14305:1:Z2830939453;
Cc1cc(C)c(O)c(C)c1,56,143:14302:8:Z4471992695;143:14303:3:Z4471998350;143:14303:4:Z4471995963;
c1nc2c([nH]1)CCC2,21,143:14302:8:Z2199285131;143:14304:6:Z2199297390;143:14305:1:Z2199282144;
Cn1cnc2cnc(N)nc21,45,143:14302:8:Z4223921026;143:14305:1:Z4225389801;143:14307:2:Z4224068360;
c1ccc2c(c1)CCSCC2,15,143:14302:8:Z1437588829;143:14307:5:Z1904897000;143:14324:9:Z1583091039;
CC1(C)CCCCC1=O,67,143:14302:8:Z2342845073;143:14303:6:Z2346631359;143:14304:2:Z4241068732;
c1nc2c(s1)CNC2,78,143:14302:8:Z4539336774;143:14304:2:Z4598424392;143:14304:8:Z4539319320;
c1nc2c3c(ccc2[nH]1)NCCC3,44,143:14302:8:Z3584471662;143:14303:4:Z3584470464;143:14304:6:Z3584473104;
OC1CSC1,7,143:14302:8:Z3497501689;143:14318:0:Z5039753933;143:14379:3:Z3497338753;
Cc1nc2c(C)cccn2n1,275,143:14302:8:Z3670068263;143:14302:8:Z3630182860;143:14303:0:Z4018333318;
O=c1[nH]nc(Cl)s1,3,143:14302:8:Z1892311208;143:14315:6:Z1862092053;143:14346:5:Z1862092059;
CC1(C)Cc2ncsc2C(C)(C)C1,19,143:14302:8:Z2996634113;143:14305:5:Z2922767262;143:14318:1:Z3513659936;
c1nnc2n1CC1(CC2)CNC1,2,143:14302:8:Z4168356208;143:14310:9:Z4168356042;
Cc1c[nH]c(C)n1,74,143:14302:8:Z4273439063;143:14303:5:Z2948111236;143:14303:5:Z4211748398;
NC1CCS(=O)(=O)C2(CCC2)C1,78,143:14302:8:Z3019106874;143:14303:5:Z3103581623;143:14304:4:Z3267833047;
CC1NC(C)C2CCCCC12,51,143:14302:8:Z4466563336;143:14304:7:Z4478945808;143:14307:2:Z4465046144;
CC1(C)CNCc2cccc(F)c21,114,143:14302:8:Z4314161172;143:14303:7:Z4316657994;143:14304:2:Z4316672892;
Cn1cnc(O)cc1=O,15,143:14302:8:Z4137580517;143:14319:3:Z4137575581;143:14326:1:Z4137580378;
NC1CC2CNCC12,50,143:14302:8:Z4056114971;143:14303:3:Z3797514863;143:14304:2:Z3797512165;
c1cc2c(s1)OCCC2,45,143:14302:8:Z3092969770;143:14303:1:Z3177410251;143:14304:3:Z4654621545;
Oc1nscc1Cl,74,143:14302:8:Z2804708809;143:14303:7:Z4473240849;143:14304:9:Z4641156964;
O=c1cc2c(n[nH]1)-c1ccccc1CC2,6,143:14302:8:Z2445907187;143:14306:9:Z2442676345;143:14307:4:Z3339510521;
O=C1NC(=O)C2CCCC2N1,102,143:14302:8:Z3433336197;143:14302:8:Z3433336215;143:14302:8:Z3433336196;
FC12CCCC(CC1)C2,156,143:14302:8:Z4921857799;143:14303:5:Z4921995853;143:14304:3:Z4923462815;
Nc1nc[nH]c(=O)n1,17,143:14302:8:Z4268219698;143:14302:8:Z4268041923;143:14303:3:Z4269678378;
Cc1cc(Cl)cc(Cl)c1,34,143:14302:8:Z4635237349;143:14307:2:Z4642494537;143:14307:7:Z4642887205;
Cn1c(=O)c2nc[nH]c2n(C)c1=O,94,143:14302:9:Z3847411757;143:14303:2:Z1817662203;143:14304:9:Z5054237255;
Clc1ncc2ccsc2n1,31,143:14302:9:Z3076459151;143:14307:4:Z4876575424;143:14307:7:Z3079062000;
CC1(C)CC2CC(=O)NC21,31,143:14302:9:Z4390416192;143:14314:3:Z4390524186;143:14320:2:Z4390527912;
O=S1(=O)NCC12CCOCC2,104,143:14302:9:Z4221896308;143:14304:0:Z4221918504;143:14304:0:Z4221914578;
Cc1ccc2c(c1)C(=O)N(C)CN2,7,143:14302:9:Z1256722573;143:14308:0:Z1256722859;143:14329:9:Z1256723024;
Cc1nccc(Cl)c1C,15,143:14302:9:Z4094964026;143:14304:8:Z4094966120;143:14342:1:Z3811325834;
CN1N=CCCC1=O,16,143:14302:9:Z1169893212;143:14302:9:Z1684008043;143:14304:9:Z1683169915;
CC12CCC(CC1)CN2,11,143:14302:9:Z3615294304;143:14303:2:Z3615292372;143:14332:5:Z3570338929;
Cc1cc2n(n1)CCN2,92,143:14302:9:Z4036130515;143:14308:8:Z4036138052;143:14310:6:Z4036138170;
O=S1(=O)CCC2(CNC2)C1,12,143:14302:9:Z2589854719;143:14303:3:Z2639275245;143:14325:2:Z4024434603;
Clc1csnc1Cl,27,143:14302:9:Z2229291445;143:14305:9:Z2228305960;143:14330:2:Z2480207756;
c1cnc2c(c1)N1CCC(C1)N2,126,143:14302:9:Z4132741748;143:14303:2:Z4132746980;143:14303:2:Z4132746958;
CC1CC(N)CCO1,68,143:14302:9:Z3382154982;143:14303:8:Z3382155336;143:14304:4:Z4065989733;
O=C1NCCn2nncc21,118,143:14302:9:Z3945162935;143:14305:0:Z4886936719;143:14305:6:Z3836194882;
Cc1ccc2c(c1)C(=O)NCCN2,103,143:14302:9:Z5058957233;143:14303:2:Z5058959266;143:14303:5:Z5058961901;
O=S1(=O)CCC12CCCC2,122,143:14302:9:Z3610565903;143:14303:1:Z3408822627;143:14303:2:Z4153557561;
Cc1ccc2cccc(Cl)c2n1,84,143:14302:9:Z3060935733;143:14307:6:Z4471259976;143:14308:1:Z4623885283;
O=C1NS(=O)(=O)c2cc(Cl)ccc21,29,143:14302:9:Z2010400862;143:14305:6:Z3799349098;143:14308:6:Z2010399973;
Oc1cnc2c(F)cccc2c1,73,143:14302:9:Z2891305493;143:14303:6:Z2906897292;143:14305:0:Z2908881600;
CC12CCC(C1)C(C)(C)C2,2,143:14302:9:Z4886991116;143:14354:6:Z4886991724;
C=c1[nH]c(=O)c(=C)s1,35,143:14302:9:Z2285406044;143:14309:5:Z46616106;143:14310:4:Z733907960;
Clc1cc2nccnc2cc1Cl,36,143:14302:9:Z1642689257;143:14306:8:Z1765147228;143:14311:1:Z1900802652;
CC1(C)C2CCC13CS(=O)(=O)NC3C2,44,143:14303:0:Z4415222519;143:14303:0:Z4415228666;143:14303:7:Z4415220365;
CC1NCCc2c(F)cc(F)cc21,169,143:14303:0:Z1420423346;143:14303:1:Z2272530992;143:14303:1:Z1411762680;
NC1CC2(CCCC2)C1,10,143:14303:0:Z4521234114;143:14304:1:Z4971571723;143:14307:5:Z4342586116;
O=C1CCNC(=O)CN1,36,143:14303:0:Z4009006100;143:14303:6:Z4009014017;143:14306:0:Z4208565517;
Cc1nc2c(F)cccc2cc1O,77,143:14303:0:Z4350496778;143:14303:0:Z4350876194;143:14303:5:Z4351103495;
O=C1NC2CC(N1)c1ccc(O)cc1O2,10,143:14303:0:Z4212782855;143:14320:0:Z3547878426;143:14330:4:Z4212734711;
NC1CNC2(CCCCC2)C1,82,143:14303:0:Z3510830978;143:14304:1:Z3520178252;143:14304:4:Z3510832367;
Nc1csc2nccnc12,64,143:14303:0:Z4289591818;143:14305:1:Z5008684779;143:14306:7:Z4288046395;
Cc1cc2c(=O)[nH]c(=O)[nH]c2o1,4,143:14303:0:Z4023818074;143:14303:0:Z4023809921;143:14303:0:Z1171642965;
CC1CCC(C)(C)C1,34,143:14303:0:Z4403037557;143:14304:9:Z4467199092;143:14307:6:Z1878660610;
Cc1ccc2nc[nH]c(=O)c2c1,27,143:14303:0:Z430324618;143:14304:5:Z430325952;143:14308:9:Z642491372;
Clc1ccc2c(c1)NCCCS2,34,143:14303:0:Z1862192004;143:14306:2:Z4668370102;143:14311:4:Z4128310794;
c1ccc2c(c1)CC1CCCC2C1,7,143:14303:0:Z2928478044;143:14307:2:Z2927829330;143:14329:2:Z2925328761;
c1cnc2cnsc2c1,26,143:14303:0:Z4005932531;143:14311:5:Z4233756085;143:14315:5:Z4224160585;
O=C1CCc2ncccc21,80,143:14303:0:Z3394705191;143:14303:6:Z2142518695;143:14305:9:Z2142469092;
O=c1[nH]ncc2ccncc12,5,143:14303:0:Z4028061628;143:14308:3:Z4028061820;143:14370:3:Z4014617857;
CC12CC(CN1)C2,31,143:14303:0:Z3574617486;143:14303:0:Z4022475345;143:14303:2:Z2624298236;
Nc1nccc(O)n1,8,143:14303:0:Z3165049234;143:14309:7:Z3167606975;143:14330:1:Z3388755249;
Cc1ncc2cc(C)sc2n1,39,143:14303:0:Z4026507122;143:14305:4:Z4025232644;143:14307:5:Z4025549645;
CC1(C)CCC(C)(C)c2ccccc21,30,143:14303:1:Z1680908471;143:14306:4:Z2669654857;143:14307:3:Z1197275659;
NC1CC2CCC1NC2,36,143:14303:1:Z2611583409;143:14303:6:Z2610268793;143:14304:4:Z2607462576;
Oc1cccc(Cl)c1Cl,13,143:14303:1:Z1900049233;143:14310:5:Z1146448489;143:14318:3:Z2045216262;
Fc1cccc2nccnc12,32,143:14303:1:Z4389841011;143:14313:6:Z4389811623;143:14328:9:Z4389359500;
C1CC2CCC1C21CC1,42,143:14303:1:Z4875567113;143:14305:9:Z4460286086;143:14309:0:Z4875564416;
Cc1ccnc2cccnc12,43,143:14303:1:Z3076026590;143:14304:2:Z3079009824;143:14305:1:Z3075747807;
CN1CCC(=O)N1,63,143:14303:1:Z4504462649;143:14303:3:Z2273214062;143:14308:2:Z3050390705;
Oc1ccnc2ccncc12,15,143:14303:1:Z3256590300;143:14313:1:Z3105276870;143:14335:6:Z3105276517;
Cc1cc2[nH]ncc2c(=O)n1C,43,143:14303:1:Z2911874594;143:14307:3:Z3775562656;143:14308:5:Z4123865649;
Cc1ncccc1N,120,143:14303:1:Z5035788993;143:14308:8:Z4492861642;143:14308:9:Z4483004841;
FC12CC(C1)C2,32,143:14303:1:Z3206692780;143:14308:5:Z4094989712;143:14308:5:Z4094988088;
Fc1cnc2[nH]ccc2c1,78,143:14303:1:Z4191556390;143:14303:2:Z4199319968;143:14305:2:Z4199319927;
ClC1=CCCCC1,57,143:14303:1:Z2321794350;143:14306:2:Z791862088;143:14308:0:Z1081291648;
O=C1CCn2c(nc3ccccc32)N1,117,143:14303:1:Z4404554140;143:14303:7:Z4398261710;143:14303:7:Z4398261896;
Cc1ccc2c(n1)NCC(=O)N2,85,143:14303:1:Z3798546396;143:14304:1:Z4126325662;143:14305:2:Z4126334248;
OC1CNOC1,46,143:14303:1:Z3551713369;143:14304:0:Z3593425556;143:14307:1:Z4503593838;
Clc1cc2cncnc2[nH]1,29,143:14303:1:Z2770258898;143:14310:6:Z5023187845;143:14310:6:Z5023318982;
Clc1cc(Cl)c2c(c1)C=CCO2,44,143:14303:1:Z3395639988;143:14306:5:Z3040695914;143:14309:0:Z3630394782;
Nc1ncnc2sccc12,21,143:14303:1:Z3392408193;143:14310:7:Z3394002192;143:14315:2:Z3391317660;
O=S1(=O)N=CNc2ccccc21,70,143:14303:1:Z3370711225;143:14303:7:Z3370713451;143:14304:1:Z3370712374;
Cn1cnc2sc3c(c2c1=O)CCCC3,6,143:14303:1:Z2503887766;143:14309:2:Z1836192015;143:14311:2:Z1672255340;
Cc1cc(F)cc2cccnc12,15,143:14303:1:Z1378382040;143:14303:4:Z2984205464;143:14303:4:Z2763711093;
Nc1nccnn1,67,143:14303:2:Z4232053740;143:14303:3:Z4167901077;143:14306:0:Z4164495544;
Oc1ncnc2ncccc12,27,143:14303:2:Z4226600632;143:14307:8:Z4230165778;143:14308:6:Z4225685879;
O=c1[nH]c2cc(Cl)ccc2o1,33,143:14303:2:Z1278688536;143:14309:5:Z1955295505;143:14310:1:Z1278694563;
CC1(C)C2CCCNC1C2,48,143:14303:2:Z2477041268;143:14303:4:Z2477176734;143:14304:7:Z2477039376;
CN1CCNS1(=O)=O,17,143:14303:2:Z3796613896;143:14313:3:Z3796612589;143:14314:8:Z3796599281;
O=C1CCc2c(F)cccc2N1,2,143:14303:2:Z3505940813;143:14329:4:Z4223816512;
Cn1c(=O)cc(N)[nH]c1=O,53,143:14303:2:Z1786859510;143:14312:1:Z2605528548;143:14312:1:Z359025218;
Fc1ccc2sccc2c1F,56,143:14303:2:Z4541634020;143:14303:8:Z4541183305;143:14303:8:Z4541498972;
O=C1CCNc2ccc(Cl)cc21,7,143:14303:2:Z4134274610;143:14326:2:Z4134274168;143:14336:7:Z4134274483;
Clc1cnc2ncsc2c1,19,143:14303:2:Z3829227733;143:14304:8:Z3828365493;143:14316:5:Z3828865793;
Oc1nccs1,69,143:14303:2:Z3153041356;143:14305:4:Z3169220829;143:14305:9:Z3153038340;
Oc1ccnc2c(F)c(F)ccc12,65,143:14303:2:Z2661960726;143:14304:3:Z3646161167;143:14305:8:Z2455997054;
C1=NC2CCCCC2S1,98,143:14303:2:Z4225571540;143:14305:8:Z4225600349;143:14306:7:Z4225584669;
Cn1ncc2cnncc21,25,143:14303:2:Z4338924995;143:14307:4:Z4338924718;143:14311:6:Z4338925218;
O=S1(=O)CCCCCN1,40,143:14303:2:Z4221961815;143:14305:6:Z4221962286;143:14308:8:Z4221951217;
O=C1CCSCC1,57,143:14303:2:Z4457637359;143:14306:1:Z4450557696;143:14306:1:Z4450557705;
CN1CCc2ccc(F)cc2C1,16,143:14303:2:Z3500545059;143:14303:5:Z3514304184;143:14309:1:Z3799472616;
NC1CCSCC1,76,143:14303:2:Z4065620372;143:14303:4:Z3696876768;143:14303:7:Z3696938698;
O=c1[nH]ncn2ccnc12,7,143:14303:2:Z4426795164;143:14311:5:Z4426793101;143:14322:0:Z4426792241;
c1cnc2cnoc2c1,48,143:14303:2:Z4403941595;143:14304:0:Z4403938682;143:14305:2:Z4403942050;
NC1CC(O)C1,272,143:14303:2:Z4208925521;143:14303:2:Z4144675307;143:14303:2:Z4144675309;
O=c1[nH]ccc2cc[nH]c12,31,143:14303:2:Z1395266223;143:14304:8:Z1176155830;143:14305:5:Z1271622604;
CC1Cc2nc[nH]c2CC1C,9,143:14303:2:Z2277051962;143:14324:9:Z2275117687;143:14356:1:Z2330348788;
C1=Nc2cncnc2SC1,40,143:14303:2:Z4264585064;143:14304:3:Z4264589704;143:14312:1:Z4264593646;
O=c1[nH]ncs1,20,143:14303:2:Z3799654056;143:14310:2:Z3799653142;143:14319:5:Z1738061136;
Clc1cc[nH]c1Cl,147,143:14303:2:Z2679119763;143:14303:6:Z1276116283;143:14304:2:Z1634056829;
Cn1ccc2c(F)cccc21,12,143:14303:2:Z3584753806;143:14321:4:Z4285349233;143:14327:5:Z4285349258;
OC1CNC2(CNC2)CC1O,14,143:14303:2:Z4997717500;143:14306:8:Z4997713857;143:14310:2:Z4997708995;
Cc1cc(O)c2ccccc2n1,61,143:14303:2:Z1866810061;143:14308:6:Z2775995057;143:14310:5:Z3353372457;
NC1CCNCC1(F)F,67,143:14303:2:Z3518996025;143:14305:6:Z3364530700;143:14312:6:Z3384465426;
c1ccc2nc3c(cc2c1)COCC3,20,143:14303:3:Z4362311902;143:14311:6:Z4362310995;143:14316:5:Z4362312447;
C=C1CCS(=O)(=O)CC1,6,143:14303:3:Z4223350969;143:14316:2:Z4863031753;143:14345:5:Z4223342781;
O=C1CC2CCCC(C1)N2,94,143:14303:3:Z4137001715;143:14303:3:Z3622173562;143:14303:6:Z3626937469;
Cc1cc(C)c(C)s1,48,143:14303:3:Z4608616847;143:14304:7:Z4457473868;143:14316:5:Z3357529639;
Nc1ncon1,148,143:14303:3:Z1424206312;143:14303:3:Z1671982466;143:14305:2:Z1333937027;
Clc1cc(Cl)c2[nH]ccc2c1,56,143:14303:3:Z2218220538;143:14303:7:Z2713986168;143:14305:9:Z2232827047;
N=c1[nH]c2ccccc2[nH]1,34,143:14303:3:Z4059961354;143:14305:1:Z4291142522;143:14305:4:Z2320392241;
Cn1cc2c(=O)[nH]cnc2n1,13,143:14303:3:Z3513657022;143:14318:1:Z3513659936;143:14326:3:Z3513657865;
Fc1cc(Cl)c2ncccc2c1,24,143:14303:3:Z2433482137;143:14305:9:Z2433489539;143:14310:2:Z3395105866;
CC1=CCN(C)C(=O)N1C,46,143:14303:3:Z2598588373;143:14304:9:Z1431826479;143:14306:1:Z1162574916;
Clc1ccc2c(c1)CNCCO2,76,143:14303:3:Z4412436998;143:14304:1:Z4353726913;143:14306:3:Z4413052167;
CC1(C)CC(=O)c2ncoc2C1,20,143:14303:3:Z4458604706;143:14311:5:Z4458727616;143:14317:8:Z4458805481;
ClC1=CCCc2ncccc21,13,143:14303:3:Z4226317269;143:14308:1:Z4223007466;143:14311:1:Z4226710800;
Cc1cc2nc(Cl)ccn2n1,81,143:14303:3:Z3562155790;143:14303:5:Z2613431731;143:14303:6:Z2610546948;
c1ccc2c(c1)nc1n2CCN1,89,143:14303:3:Z1763867548;143:14303:3:Z2620865364;143:14306:8:Z4137353118;
Fc1cc(Cl)c2[nH]ccc2c1,56,143:14303:3:Z5060616671;143:14305:6:Z5058874690;143:14306:3:Z5063736034;
CC1CNC(C)C(C)C1,105,143:14303:3:Z1831525593;143:14303:6:Z1832919127;143:14304:2:Z1828225873;
C1CC2CCNC2N1,91,143:14303:3:Z3586351611;143:14303:5:Z4174330909;143:14303:8:Z3586352854;
CN1CC2(CNC2)C1,62,143:14303:3:Z4217953794;143:14303:7:Z4217984083;143:14306:2:Z4217964864;
O=S1(=O)C2CCCC1CCC2,81,143:14303:3:Z4346028903;143:14304:1:Z4346172597;143:14304:6:Z4346514772;
CN1CCCNS1(=O)=O,33,143:14303:3:Z3357300825;143:14305:2:Z2613868136;143:14307:5:Z3357300692;
Nc1csc(Cl)c1,30,143:14303:3:Z3380461906;143:14305:5:Z4059121466;143:14306:2:Z3519757987;
Cn1ncc2[nH]c(=O)ccc21,140,143:14303:3:Z3051421566;143:14303:5:Z3054292536;143:14305:7:Z3052549290;
Cn1ccc2cccc(Cl)c21,79,143:14303:3:Z3671918107;143:14303:6:Z4395582012;143:14306:5:Z4410122250;
C1CNC2(CCN1)CCOCC2,12,143:14303:3:Z3009310550;143:14320:6:Z3878114031;143:14325:5:Z3559672792;
Oc1ncnc2cnccc12,27,143:14303:3:Z3559392984;143:14307:4:Z3557606212;143:14308:3:Z3556918154;
CC1(C)NCCCC1O,9,143:14303:3:Z4451687495;143:14305:3:Z4451687564;143:14312:6:Z4442404434;
Cc1c(F)cccc1Cl,38,143:14303:4:Z4350685511;143:14309:6:Z4537285131;143:14310:0:Z4623888823;
Cc1cc(Cl)ccn1,38,143:14303:4:Z3999834617;143:14304:2:Z3999796119;143:14305:8:Z4002652905;
Cc1nc2c(F)cccc2o1,127,143:14303:4:Z4275955760;143:14303:6:Z4275964493;143:14303:6:Z4273253983;
CN1CNC2(CCOCC2)C1=O,10,143:14303:4:Z3493044291;143:14304:8:Z2863992073;143:14327:9:Z2863988983;
CC1CCCCCCN1,47,143:14303:4:Z4503901261;143:14303:9:Z3996499991;143:14306:8:Z4333642128;
O=C1CCc2c(F)cccc21,15,143:14303:4:Z2095608646;143:14308:9:Z3392342671;143:14313:4:Z2095596054;
Cc1ccc(O)nc1,83,143:14303:4:Z2959619831;143:14303:8:Z2959907620;143:14306:9:Z2958522099;
Oc1ncccn1,38,143:14303:4:Z2982737550;143:14308:1:Z2982742631;143:14308:2:Z2982740674;
CC1(C)CCC2CCc3cccc1c32,40,143:14303:4:Z4058450049;143:14307:9:Z2635690055;143:14310:3:Z2307235574;
O=c1nc[nH]c2cc(F)ccc12,20,143:14303:4:Z1692730137;143:14308:2:Z1692729345;143:14311:0:Z1692587537;
CC1Cc2ccccc2NC1C,58,143:14303:4:Z4126608904;143:14303:4:Z4126608573;143:14304:5:Z4126605997;
Oc1ccc2c(c1)CCCCN2,59,143:14303:4:Z5045122287;143:14304:2:Z3055529772;143:14305:4:Z4614213598;
CC1CNc2ncnn2C1,59,143:14303:4:Z3086586310;143:14303:7:Z4668992810;143:14305:1:Z3086585613;
Cn1cc2cncnc2n1,18,143:14303:4:Z1956687857;143:14304:7:Z1502752706;143:14310:3:Z3629864491;
Cc1nn2c(ncc3ccccc32)c1Cl,43,143:14303:4:Z3496359891;143:14305:9:Z1357244421;143:14306:3:Z1478318252;
C1NCC2CSCC1C2,187,143:14303:4:Z3605984696;143:14303:4:Z3132144579;143:14303:4:Z3129715382;
Fc1ccc2c(c1)CCC1(CCCC1)O2,104,143:14303:4:Z5052215684;143:14303:4:Z3603009433;143:14307:7:Z3385377322;
Cc1csc(F)c1,71,143:14303:4:Z4668798612;143:14303:7:Z3501357944;143:14303:9:Z3525003574;
NC12CNCC1C2,29,143:14303:4:Z3364582109;143:14304:8:Z4055400752;143:14313:7:Z3384635186;
Cc1ccnc2c1NCCO2,152,143:14303:4:Z4218681460;143:14305:9:Z4341022295;143:14306:5:Z4218658799;
Cc1cc2[nH]ccc(=O)n2n1,58,143:14303:4:Z3321377506;143:14303:6:Z3861436776;143:14313:6:Z1171419285;
Clc1ccnc2cccnc12,39,143:14303:4:Z3561346192;143:14307:3:Z2614169196;143:14309:8:Z2610929831;
O=c1cc(O)cc2n1CCCC2,208,143:14303:4:Z4308990416;143:14304:4:Z4309156760;143:14305:5:Z4308124211;
c1cc2cscc2s1,39,143:14303:4:Z3607394647;143:14305:3:Z2699328621;143:14307:0:Z3686963262;
Cc1ccc(Cl)c2c1CCCN2,26,143:14303:5:Z2816384696;143:14304:2:Z2279984388;143:14307:2:Z2326095857;
C1CC2(CO1)CC1(C2)OCCO1,115,143:14303:5:Z3571424772;143:14304:3:Z3883776316;143:14305:5:Z4271018702;
Cc1ccn2cc(C)nc2c1,13,143:14303:5:Z2253335484;143:14308:0:Z3045142343;143:14308:4:Z442511316;
NC12CCC(CC1)OC2,38,143:14303:5:Z4055766223;143:14305:9:Z3521919960;143:14306:4:Z3501636929;
CC1(C)CNCCCN1,86,143:14303:5:Z3661435206;143:14304:7:Z3602277671;143:14305:5:Z3408009365;
CC12CC3CC(C1)CC(C)(C3)C2,12,143:14303:5:Z1694626642;143:14307:3:Z1665523442;143:14308:3:Z2027091301;
C1CN2C3CCC(C3)C2CN1,45,143:14303:5:Z4251742077;143:14305:5:Z4251714983;143:14310:3:Z4251726344;
CC12CCCCC1CCC21OCCO1,19,143:14303:5:Z4255215858;143:14312:3:Z4256496737;143:14316:3:Z4258506365;
Cc1ccnnc1Cl,53,143:14303:5:Z5036984640;143:14309:1:Z4522112287;143:14312:1:Z4522117510;
Nc1ncc(N)c(Cl)n1,5,143:14303:5:Z3042074795;143:14345:2:Z3018721074;143:14378:7:Z3018781010;
Nc1nc2ccccn2n1,74,143:14303:5:Z4302578473;143:14303:8:Z4302477541;143:14305:2:Z4305371029;
c1ccc2c(c1)ncc1cccn12,7,143:14303:5:Z2612164261;143:14312:5:Z2613155669;143:14330:4:Z4641917165;
Oc1ccc2ncoc2c1,61,143:14303:5:Z3319901902;143:14306:6:Z3651223184;143:14307:5:Z2493036628;
Clc1cc(Cl)c2c(c1)CCO2,39,143:14303:5:Z4110904333;143:14307:2:Z4112795857;143:14310:3:Z4109929893;
NC1CC2CCCC2C1,85,143:14303:5:Z4422380612;143:14305:2:Z4387277345;143:14306:3:Z4387039358;
c1cnc2c(c1)NCCN2,74,143:14303:5:Z3053832954;143:14303:7:Z3053838989;143:14304:1:Z3053834369;
Fc1cnc2ccccc2n1,43,143:14303:5:Z4027530400;143:14308:6:Z3830763519;143:14309:1:Z2770830659;
Cn1nnc2cncnc21,111,143:14303:6:Z2771705476;143:14305:6:Z2611892959;143:14305:6:Z2613398544;
C1=NOC2OCCCC12,49,143:14303:6:Z4630015972;143:14307:5:Z4644019025;143:14309:2:Z4644118295;
Clc1ccnc2c1CCCN2,67,143:14303:6:Z4132129863;143:14303:8:Z4338576854;143:14303:9:Z4338577925;
Fc1ccnnc1,17,143:14303:6:Z4313260433;143:14306:8:Z4313111354;143:14312:2:Z4313172394;
CC1CCC2CCCNC2C1,28,143:14303:6:Z3760308175;143:14304:3:Z3988931622;143:14306:9:Z4773522149;
CC1CCCNc2ccccc21,90,143:14303:6:Z1884947221;143:14304:6:Z2709706390;143:14308:9:Z1673493745;
Cc1n[nH]c2nc(O)ccc12,70,143:14303:6:Z3584202767;143:14304:2:Z1836069906;143:14306:6:Z1827741735;
Fc1cnc2c(c1)NCCC2,173,143:14303:6:Z4622889408;143:14303:6:Z4611011970;143:14304:4:Z4648985077;
O=c1[nH]cco1,48,143:14303:6:Z4285428178;143:14304:8:Z4285234356;143:14306:2:Z4980885131;
c1ncc2c3c(sc2n1)CCCCC3,18,143:14303:6:Z1665924315;143:14312:9:Z3395332901;143:14313:2:Z2010631782;
CC1NC(C)c2ccccc21,85,143:14303:6:Z3911407320;143:14305:8:Z4094932276;143:14307:3:Z3804532468;
O=c1[nH]cnc2cccc(F)c12,44,143:14303:6:Z1328985737;143:14304:9:Z1898853571;143:14305:4:Z1638685701;
Cc1ccc(N)cn1,7,143:14303:6:Z4388035577;143:14310:1:Z4388004556;143:14312:7:Z4388040982;
O=C1CCC(F)(F)CN1,31,143:14303:6:Z4256271730;143:14308:6:Z4251807432;143:14312:4:Z4257300415;
O=C1CCc2scnc21,33,143:14303:6:Z4364974634;143:14313:8:Z4364973153;143:14318:3:Z4733890235;
