fragment_smiles,occurences,example_ligands
C1CCCOCC1,1789,47:04700:0:Z1765256276;47:04700:0:Z1603504505;47:04700:1:Z3652328327;
CC1CCc2c(O)cccc2N1,119,47:04701:0:Z4601604776;47:04701:0:Z4601390116;47:04701:1:Z4602913960;
Fc1ccc2[nH]ccc2c1Cl,146,47:04701:0:Z3614914175;47:04702:2:Z3522541598;47:04703:5:Z2707836306;
O=C1CNc2ncncc2N1,81,47:04701:0:Z4390852248;47:04702:5:Z2691411063;47:04703:6:Z4229609375;
Cc1cnc[nH]c1=O,77,47:04701:0:Z2589322383;47:04701:7:Z2442707854;47:04708:6:Z2445920569;
Clc1ccno1,118,47:04701:0:Z4260075465;47:04701:3:Z4478538897;47:04702:1:Z4275398774;
c1ccc2nc3c(cc2c1)CCC3,62,47:04701:0:Z4094006783;47:04705:2:Z3539153632;47:04706:6:Z1928202478;
O=S1(=O)CCC12CCCCC2,135,47:04701:0:Z3627770857;47:04701:3:Z3561414027;47:04703:1:Z4277826813;
c1cc2ncoc2cn1,67,47:04701:0:Z3559423229;47:04701:6:Z3556264595;47:04702:0:Z3559141149;
Clc1cccc2c1NCCC2,97,47:04701:0:Z1530713686;47:04701:9:Z3087893122;47:04702:5:Z4381729816;
CC1CCC(C)(C)CN1,137,47:04701:0:Z3916529253;47:04701:6:Z3887033258;47:04702:5:Z3883536135;
CC1CCNCC12CCCCC2,142,47:04701:0:Z2439706248;47:04701:9:Z2122008064;47:04703:6:Z1870508997;
Fc1ccc2c(c1)CCCS2,232,47:04701:0:Z4286207359;47:04701:6:Z2619564867;47:04701:6:Z4391682467;
CC1COc2ccccc2CN1,231,47:04701:0:Z1648886222;47:04701:7:Z2928356891;47:04702:0:Z4375265873;
CN1CCNc2ccc(F)cc21,251,47:04701:0:Z3297965534;47:04701:1:Z4307287194;47:04701:3:Z4130544283;
Clc1cccc2ccsc12,141,47:04701:1:Z4581759361;47:04702:1:Z2483462260;47:04704:3:Z2456841173;
Nc1ncc2ccsc2n1,116,47:04701:1:Z1945517274;47:04701:1:Z845026642;47:04704:0:Z1372177447;
CC1NCCCS1,99,47:04701:1:Z4640074874;47:04702:0:Z4640065432;47:04702:7:Z4640060545;
CC12CC3CC(C1)CC(F)(C3)C2,10,47:04701:1:Z4021903388;47:04711:3:Z4685651885;47:04732:7:Z4022306931;
CC1(C)CC(N)CCN1,151,47:04701:1:Z4643301539;47:04701:7:Z4635418294;47:04701:8:Z4635415950;
Clc1csc2cc3c(cc12)OCCO3,37,47:04701:1:Z4031987708;47:04706:2:Z649813966;47:04715:5:Z1239637969;
CC1Cc2nc[nH]c2CC1C,19,47:04701:1:Z2275109648;47:04711:7:Z2275116661;47:04714:6:Z2275114710;
Oc1nccc2cncn12,89,47:04701:1:Z4310474710;47:04703:0:Z4312770475;47:04703:6:Z4309680329;
C1CNCC2(C1)COCCO2,364,47:04701:1:Z3368726184;47:04701:4:Z2949743240;47:04702:8:Z3950242630;
CC1COc2ccnn2C1,236,47:04701:1:Z5006993328;47:04701:1:Z5008316719;47:04701:2:Z5014706255;
CC1CCC(C)C(C)C1,5,47:04701:1:Z2995302901;47:04701:1:Z2995277754;47:04743:4:Z2995625317;
CC1CNCc2cncnc21,194,47:04701:1:Z3578322848;47:04701:2:Z3363385414;47:04701:3:Z5020117946;
Oc1nc2cnccc2[nH]1,39,47:04701:1:Z4913493358;47:04701:1:Z4913480660;47:04704:0:Z4318930181;
O=C1CCS(=O)(=O)c2ccccc21,81,47:04701:1:Z3541413464;47:04702:9:Z3550997939;47:04704:2:Z3552357655;
O=C1CCNC2CCCCCN12,157,47:04701:1:Z3209295360;47:04701:6:Z4261725818;47:04702:1:Z3619852424;
Clc1ccc2c(c1)OCCCC2,174,47:04701:1:Z2906598665;47:04701:1:Z3343189732;47:04701:7:Z1595366284;
c1ccc2c(c1)CNCC21CCC1,135,47:04701:1:Z2085928075;47:04701:3:Z2069510084;47:04701:9:Z2438772276;
CN1CCNc2cc(F)ccc21,150,47:04701:1:Z2631731552;47:04701:8:Z4128615119;47:04702:3:Z4128607371;
CC1(C)COC2(CCNCC2)OC1,231,47:04701:1:Z1368045814;47:04701:2:Z1487740943;47:04701:3:Z4035689633;
Cc1ccc2[nH]ccc(=O)c2c1,185,47:04701:1:Z3899242353;47:04701:1:Z1069685238;47:04701:2:Z2457735804;
CC1CC(=O)Nc2ccccc2S1,31,47:04701:1:Z4417735320;47:04710:4:Z4417736585;47:04714:2:Z4417736597;
C1CNNC1,39,47:04701:1:Z2177080363;47:04702:8:Z2972916155;47:04703:9:Z2828912406;
C1CC2CCNC2N1,47,47:04701:1:Z3319609138;47:04701:8:Z3620072482;47:04706:1:Z3080233433;
CC1CCCC(N)C1,120,47:04701:1:Z3865545483;47:04703:1:Z3865346310;47:04706:2:Z4066224762;
Cn1ncc2c1CNC2,459,47:04701:1:Z3793146553;47:04701:2:Z4274307720;47:04701:2:Z4274307721;
C=C1CCCCN1,64,47:04701:1:Z4279216300;47:04703:1:Z4220933187;47:04704:9:Z4220936348;
CC1NCCc2cccc(F)c21,171,47:04701:1:Z2438966096;47:04701:5:Z4109279263;47:04701:8:Z3514461748;
CC1CCCC1N,278,47:04701:1:Z4421953645;47:04701:3:Z3103239328;47:04702:4:Z4063485078;
O=C1Nc2ccccc2S(=O)(=O)N1,41,47:04701:1:Z4308587709;47:04701:1:Z4308658949;47:04701:1:Z4307108768;
OC1C2CC(ON2)C1O,122,47:04701:1:Z4270285511;47:04701:6:Z4270253024;47:04702:1:Z4979599456;
OC12CC3CC(CC(C3)C1)C2,116,47:04701:1:Z4184554453;47:04702:7:Z2138586192;47:04703:4:Z1547783051;
Fc1ccncc1Cl,96,47:04701:1:Z4331199461;47:04702:5:Z4331197918;47:04703:7:Z4331196869;
O=S1(=O)CCn2cccc2C1,206,47:04701:1:Z4161199269;47:04701:3:Z4021869107;47:04701:5:Z4720602795;
FC1(F)CC12CCCNC2,387,47:04701:1:Z2485446075;47:04701:5:Z3554538423;47:04702:0:Z2485446679;
Clc1c[nH]c2ccccc12,220,47:04701:1:Z748936942;47:04701:3:Z2639214766;47:04701:9:Z3917471235;
CN1CCC2(CC1)CNC1COCC12,69,47:04701:1:Z3609956277;47:04702:4:Z3609954252;47:04702:9:Z3595806933;
C1CNC2(CCOCC2)CN1,155,47:04701:1:Z4030231217;47:04701:2:Z4033159614;47:04701:2:Z4030216809;
OC1CCc2cc(F)ccc21,192,47:04701:1:Z3052954947;47:04701:9:Z4284617091;47:04702:0:Z2444218021;
CC1Nc2ccccc2C1C,166,47:04701:1:Z4126093976;47:04701:2:Z3615096432;47:04701:6:Z3338946680;
Cn1cnc2c1CCNC2,167,47:04701:1:Z1481801189;47:04702:6:Z4193702955;47:04702:6:Z2871129125;
CC1CNc2c(F)cccc2C1,65,47:04701:1:Z2823512209;47:04703:9:Z4652870323;47:04706:3:Z2823514977;
c1n[nH]c2c1CCSC2,258,47:04701:1:Z4149237059;47:04701:6:Z4150336462;47:04701:6:Z4146673762;
Fc1ccc2cncnc2c1F,87,47:04701:1:Z4232889581;47:04701:3:Z3647900928;47:04702:5:Z3647870621;
CC1(C)CC2CC(C)(CN2)C1,179,47:04701:1:Z1177305401;47:04701:2:Z3402406379;47:04701:3:Z1822536093;
CN1CCNC1=O,360,47:04701:1:Z4183420533;47:04702:1:Z2632868408;47:04702:2:Z3624470233;
Cc1c2c(=O)[nH]ncc2c(Cl)n1C,19,47:04701:1:Z4216754139;47:04701:3:Z3492898875;47:04704:0:Z4445958861;
C1CC2(C1)CNCC1(CCC1)O2,203,47:04701:1:Z3613326557;47:04701:3:Z3591323889;47:04701:6:Z3613316695;
Cc1cc(C)c2c(c1)NCCO2,149,47:04701:1:Z4487906181;47:04701:8:Z4132578959;47:04702:2:Z2476580265;
c1ncc2c(n1)OCC2,120,47:04701:1:Z3647144793;47:04702:4:Z3648092506;47:04703:7:Z3648033267;
Cc1cn2nccc2cn1,146,47:04701:1:Z2850741332;47:04701:6:Z3390966215;47:04701:8:Z3834533434;
Cc1sccc1N,133,47:04701:1:Z4288480582;47:04701:3:Z4290978735;47:04701:4:Z4290950197;
Cc1cncc(C)n1,349,47:04701:1:Z2279262305;47:04701:3:Z2437771912;47:04701:3:Z1959517189;
CC1(C)CCNC(=O)c2ccoc21,80,47:04701:1:Z4163730074;47:04703:0:Z4007168493;47:04703:0:Z4021648940;
Cc1cnc2c(c1)NCCO2,196,47:04701:1:Z1884040217;47:04701:4:Z1933156844;47:04701:8:Z4113075376;
CC1=CCCCC1,169,47:04701:1:Z5006438255;47:04702:1:Z5007448114;47:04702:8:Z5005629883;
OC1CCC(O)CC1,165,47:04701:1:Z2648639587;47:04702:3:Z2484410348;47:04703:3:Z4471647318;
O=C1COCC2COCCN12,221,47:04701:1:Z2772677615;47:04701:7:Z3570048351;47:04703:8:Z2916496275;
CN1CC2CC1CN2,212,47:04701:1:Z4256705319;47:04701:1:Z4279566794;47:04701:3:Z4279565786;
NC1CNC2(CCCCC2)C1,117,47:04701:1:Z3520179335;47:04705:6:Z3520179332;47:04706:1:Z3498707243;
O=C1NCCNC12CC2,228,47:04701:1:Z4333380936;47:04701:5:Z3831927421;47:04701:9:Z3833199773;
CC1COC2(CCCC2)CN1,270,47:04701:1:Z2646932867;47:04701:2:Z2600504996;47:04701:3:Z3472680403;
Cc1ncc2c3c(sc2n1)CCCC3,45,47:04701:1:Z4175119613;47:04709:0:Z1408646847;47:04713:3:Z3814970243;
O=C1NC2CC(N1)c1cc(O)ccc1O2,8,47:04701:1:Z4212922397;47:04720:0:Z3547938798;47:04731:3:Z4212807256;
C1OC2C3COC2C1N3,38,47:04701:1:Z2800718524;47:04703:3:Z1524800111;47:04706:3:Z3845054132;
Oc1ncnc2c1CCC2,28,47:04701:1:Z1607532940;47:04715:3:Z1607522288;47:04717:1:Z1607529118;
CC1CCNC1=O,130,47:04701:1:Z2610781717;47:04701:4:Z2610775715;47:04701:6:Z2610778821;
CC1(C)OC2CCC1C2,267,47:04701:1:Z5045193227;47:04701:2:Z5042923960;47:04701:2:Z5043001252;
Fc1ccc2c(Cl)n[nH]c2c1,109,47:04701:1:Z5045193227;47:04701:1:Z4642532823;47:04701:8:Z4270360259;
Cc1ncc2c(ncn2C)n1,50,47:04701:1:Z4342613214;47:04701:3:Z4342622010;47:04706:2:Z4216836431;
Cc1ccc(C)c2c1CCCC2,41,47:04701:1:Z1715930604;47:04703:1:Z1715910880;47:04704:1:Z1559270068;
Clc1cnc2c(c1)CCCN2,127,47:04701:1:Z4132295068;47:04701:3:Z4132294552;47:04703:4:Z4556662765;
Cc1ccnc2c1CNC2,147,47:04701:1:Z4227609218;47:04701:2:Z4227577883;47:04701:9:Z4227607582;
c1ccc2c(c1)Cc1ccccc1O2,54,47:04701:1:Z2093859866;47:04704:0:Z1998351347;47:04705:7:Z2440295099;
CC1NCNC1=O,246,47:04701:1:Z2457829065;47:04701:6:Z2457834948;47:04701:7:Z2457830170;
CC1(C)NCCc2ccccc21,132,47:04701:1:Z3053877096;47:04701:1:Z3086650078;47:04702:9:Z2860185213;
NC1CCNc2cc(F)ccc21,91,47:04701:1:Z4454641829;47:04704:3:Z4454635367;47:04705:9:Z4448727841;
O=C1CCCc2sccc21,367,47:04701:1:Z3585080941;47:04701:6:Z4316345931;47:04702:1:Z2877690345;
CC1(C)Nc2ccccc2NC1=O,66,47:04701:1:Z324806458;47:04701:7:Z4998657574;47:04702:5:Z2494306594;
Cc1ccc2c(c1)CC(C)NC2,138,47:04701:1:Z4453714762;47:04701:3:Z4472082195;47:04702:1:Z4456090775;
C1COC2CC2O1,95,47:04701:1:Z3646702697;47:04701:6:Z3646683899;47:04702:4:Z3646692280;
Cc1ccnc(=O)[nH]1,264,47:04701:1:Z4227746184;47:04701:5:Z4228320778;47:04701:9:Z2939923057;
NC1CCCC(O)C1,24,47:04701:1:Z3497592033;47:04703:1:Z3343603360;47:04705:5:Z3343130178;
NC12CC3CC(CC(C3)C1)C2,32,47:04701:1:Z3796093145;47:04703:3:Z3134189483;47:04707:3:Z4061974270;
O=C1CCOc2ccc(F)cc21,161,47:04701:1:Z3626437258;47:04702:3:Z2372148434;47:04702:3:Z3060560666;
c1nc2c(s1)CCCCCC2,122,47:04701:1:Z809211006;47:04701:9:Z2656515700;47:04702:5:Z1995647608;
Cn1ncc2c(O)ccnc21,164,47:04701:1:Z4910091063;47:04701:1:Z1635719435;47:04701:1:Z4910091064;
Cc1ccc2c(c1)CNCC2(C)C,104,47:04701:1:Z1152324980;47:04701:2:Z1152286920;47:04701:2:Z4272816234;
Clc1noc2ccccc12,106,47:04701:1:Z2774202753;47:04701:9:Z3365969997;47:04703:3:Z2234062225;
O=c1[nH]c2cccc(Cl)c2o1,2,47:04701:1:Z3777257260;47:04776:4:Z3506462837;
Fc1cc(Cl)c2[nH]ccc2c1,34,47:04701:1:Z5060053849;47:04703:2:Z5063734998;47:04703:7:Z5058805377;
Cc1nc2c(C)cccn2n1,262,47:04701:1:Z3669580970;47:04701:2:Z3666813346;47:04701:5:Z3672261651;
C1CCC2(CC3CCC(C2)N3)NC1,65,47:04701:2:Z4212602429;47:04702:0:Z3639422754;47:04703:1:Z3639428048;
CC1(C)OC2(CCCNC2)NC1=O,209,47:04701:2:Z3651323458;47:04701:3:Z3651343590;47:04702:0:Z3521725296;
c1cc2c3c(cccc3c1)CCC2,49,47:04701:2:Z2772111288;47:04701:3:Z2872730643;47:04706:1:Z3640325331;
O=C1CCc2ccccc2C1,32,47:04701:2:Z2174825236;47:04702:3:Z2304061631;47:04703:4:Z3346992041;
Cc1n[nH]c2c(=O)[nH]cnc12,8,47:04701:2:Z4875393281;47:04736:2:Z4208983836;47:04738:6:Z4208983988;
CC1(C)COCC(=O)N1,77,47:04701:2:Z4399426126;47:04701:6:Z4399427200;47:04703:2:Z4399420786;
O=C1NCCCC12CCOCC2,42,47:04701:2:Z2875478338;47:04704:3:Z2875480178;47:04705:9:Z2875484643;
c1nncc2c1CCNC2,82,47:04701:2:Z4233111676;47:04701:2:Z4224868451;47:04703:5:Z4222775423;
Cn1cc(O)cn1,139,47:04701:2:Z3370298490;47:04701:2:Z3370306266;47:04701:5:Z3672261651;
Clc1ccc2c(c1)OCCCO2,260,47:04701:2:Z3665784993;47:04701:3:Z1054664204;47:04702:0:Z2833914379;
OC1CNC2(CCC2)C1O,292,47:04701:2:Z3996899530;47:04701:4:Z4096725143;47:04701:5:Z4026888081;
CC1(C)OC2CCC1CC2,226,47:04701:2:Z5045357902;47:04701:4:Z5055482577;47:04702:0:Z5043041294;
O=C1NCCc2c(F)cccc21,136,47:04701:2:Z2871765542;47:04702:4:Z3815336152;47:04702:7:Z2059631771;
Cn1c(=O)ccc2ccc(Cl)cc21,82,47:04701:2:Z4346372793;47:04701:3:Z4346634583;47:04702:9:Z4346702717;
Clc1ccc2nccnc2c1,76,47:04701:2:Z2770914328;47:04702:8:Z2975277249;47:04703:0:Z2698695018;
Cc1ccnc2c1NC(=O)CN2,69,47:04701:2:Z4126296514;47:04701:7:Z4126299577;47:04702:0:Z4147269667;
CC1(C)CNc2cccnc2N1,90,47:04701:2:Z4870428882;47:04701:6:Z4870428721;47:04701:7:Z4870430331;
Cc1ncccc1N,184,47:04701:2:Z4640373913;47:04701:3:Z4492967505;47:04701:7:Z4488870620;
Fc1ccc(F)c2c1CCNC2,247,47:04701:2:Z1922347823;47:04701:4:Z1579093143;47:04701:4:Z3547944783;
c1ncc2c(n1)NCCCC2,57,47:04701:2:Z3558536559;47:04701:4:Z3559965820;47:04703:1:Z4027418636;
C1CCNNC1,113,47:04701:2:Z2233273264;47:04703:4:Z2233273548;47:04703:8:Z2639166151;
CN=S1(=O)CCC2(CC1)CNCCO2,124,47:04701:2:Z3416610528;47:04702:3:Z3415053344;47:04703:4:Z3415056151;
CC1(C)CC2CC(=O)NC21,55,47:04701:2:Z4390468499;47:04701:4:Z4390795597;47:04702:8:Z4391011928;
CC1(C)CNCc2cccc(F)c21,107,47:04701:2:Z4771828392;47:04702:0:Z4317583280;47:04702:0:Z4317583373;
C1CN2CCC(CC2)N1,160,47:04701:2:Z4307473124;47:04702:7:Z4580179172;47:04703:9:Z1819297924;
CC1COCC(C)(C)N1,30,47:04701:2:Z4274247912;47:04710:1:Z4274246563;47:04715:3:Z4274255938;
Clc1ccc2c(c1)COC2,404,47:04701:2:Z2500142915;47:04701:3:Z4998940474;47:04701:3:Z4998958495;
O=c1[nH]ncc2snnc12,1,47:04701:2:Z3337550595;
O=C1CCn2ncnc2N1,89,47:04701:2:Z3207996125;47:04701:3:Z3414330065;47:04701:7:Z3207995723;
O=c1[nH]cnc2c1oc1ccccc12,61,47:04701:2:Z4315338352;47:04710:4:Z2956632255;47:04711:3:Z2493925954;
CC1(C)CCCS1(=N)=O,86,47:04701:2:Z4055676809;47:04703:2:Z4055676934;47:04705:8:Z4643178070;
O=C1CCCc2ncccc2N1,61,47:04701:2:Z4255094326;47:04703:3:Z4258238097;47:04707:3:Z4255075078;
CC1=CC(C)=NS(=O)(=O)N1,181,47:04701:2:Z361690260;47:04701:9:Z3807455017;47:04702:9:Z3820983360;
OC1CCCCc2ccccc21,116,47:04701:2:Z2590589614;47:04701:2:Z2644604342;47:04701:3:Z2590589166;
CC1Cc2cccc(Cl)c2O1,140,47:04701:2:Z2043104550;47:04702:8:Z3820964098;47:04703:4:Z1232843474;
CC1CCc2c(sc3ncncc23)C1,53,47:04701:2:Z977486176;47:04701:5:Z1203677865;47:04701:6:Z86396647;
C1CC2(CCN1)CNC1COCC12,192,47:04701:2:Z3322757571;47:04701:3:Z3322760433;47:04701:4:Z4169604117;
CC1(C)CN=CS1,120,47:04701:2:Z4484121280;47:04701:4:Z1507023680;47:04701:7:Z1765800520;
Clc1ccnc2c1NCC2,145,47:04701:2:Z4493157671;47:04701:8:Z4341582321;47:04702:1:Z4394534497;
O=C1CNC2(CCC2)CN1,105,47:04701:2:Z3883816649;47:04701:8:Z4363781585;47:04702:5:Z4363783060;
Clc1ncncn1,124,47:04701:2:Z4270298330;47:04702:4:Z4259850075;47:04704:1:Z4270294675;
O=C1NCN2Cc3ccccc3CC12,20,47:04701:2:Z2529067759;47:04701:2:Z2788092582;47:04705:7:Z2788094714;
C1C2CC1C1(COC1)O2,50,47:04701:2:Z3621415528;47:04703:9:Z4257445726;47:04705:5:Z4055660881;
c1ccc2c(c1)NCC21CCCC1,92,47:04701:2:Z4281677180;47:04701:6:Z2474153134;47:04702:9:Z4310723001;
CC1CCNc2ccccc2S1,137,47:04701:2:Z2995089587;47:04702:2:Z1677566797;47:04702:3:Z4147262188;
CC1CCC(N)C1,275,47:04701:2:Z4421664777;47:04701:2:Z3699742286;47:04701:8:Z3699734870;
CC1CCC2(CCNC2)CC1,176,47:04701:2:Z1568823716;47:04701:5:Z3842157223;47:04701:9:Z3842157227;
CN1CCC2NCCCC2C1,277,47:04701:2:Z3788880197;47:04701:4:Z3082829531;47:04702:3:Z4491336549;
CC1CNCC(N)C1,120,47:04701:2:Z4215546883;47:04702:4:Z4215552896;47:04702:6:Z4215562683;
NC1CNCC(O)C1,111,47:04701:2:Z3797185817;47:04701:5:Z3797175036;47:04702:1:Z3776544595;
C1C2CC3C1C3C2,26,47:04701:2:Z4178712841;47:04702:2:Z4172760865;47:04704:6:Z4199618267;
Cc1nnc2cccnn12,162,47:04701:2:Z4234303485;47:04701:7:Z5061243334;47:04701:9:Z1357240357;
CN1CCCNc2cc(F)ccc21,137,47:04701:2:Z1909316726;47:04701:7:Z1914016205;47:04703:5:Z4147067473;
Oc1cc[nH]n1,46,47:04701:2:Z4308712545;47:04712:2:Z4307762415;47:04714:2:Z4307673254;
NC1CC2(CCCCN2)C1,166,47:04701:2:Z3385147337;47:04701:7:Z3365855861;47:04701:8:Z3385151174;
Oc1ccnc2c(F)ccc(F)c12,29,47:04701:2:Z4897147474;47:04703:9:Z2456834152;47:04705:5:Z2456122834;
O=C1CCC2(CCCO2)CC1,80,47:04701:2:Z4193714918;47:04703:2:Z4190763740;47:04705:2:Z4930861935;
Nc1nn2c(=O)ccnc2[nH]1,39,47:04701:2:Z4276355798;47:04702:6:Z2956890184;47:04703:0:Z2234591972;
CN1CCNc2ccccc2C1,235,47:04701:2:Z4132228323;47:04701:9:Z1118833055;47:04702:9:Z4288298641;
c1ccc2c(c1)[nH]c1ncncc12,43,47:04701:2:Z4380236384;47:04704:2:Z2271099990;47:04708:5:Z2271163572;
Cc1cc2cnccc2[nH]1,109,47:04701:2:Z4231179782;47:04702:6:Z4230799556;47:04702:7:Z4203889177;
c1ccc2c(c1)CCC21OCCO1,146,47:04701:2:Z4252101800;47:04701:6:Z3362172905;47:04702:0:Z3366696429;
O=C1CC2(CCOC2)C1,122,47:04701:2:Z4265714335;47:04701:5:Z4279101860;47:04701:6:Z4267330258;
O=c1[nH]cnc2ccc(F)cc12,189,47:04701:2:Z986777688;47:04701:7:Z1328955195;47:04701:8:Z1250722302;
Cn1ncc2cnc(Cl)nc21,112,47:04701:2:Z2792624082;47:04701:2:Z2792449374;47:04701:2:Z3396097296;
C=C1CCS(=O)(=O)CC1,18,47:04701:2:Z4223350704;47:04701:4:Z4223343728;47:04701:9:Z4223347602;
Clc1cnc2n1NCCC2,121,47:04701:2:Z4350977251;47:04701:3:Z4270382131;47:04702:2:Z4270373260;
Fc1ccc(Cl)c2c1CCCN2,55,47:04701:2:Z4131952873;47:04703:3:Z4130552578;47:04703:8:Z4131952669;
C1CCC2(CC1)CSC2,36,47:04701:2:Z3359605034;47:04702:7:Z4233042173;47:04702:8:Z3359925710;
Cc1c(Cl)ccc2ccoc12,72,47:04701:2:Z4024818507;47:04704:2:Z2874907784;47:04704:7:Z3586339439;
NC1Cc2cccnc2NC1=O,7,47:04701:2:Z3347865169;47:04710:3:Z2998210151;47:04750:8:Z4999938525;
OC1CCOCC1O,187,47:04701:2:Z4640364755;47:04701:5:Z4325506374;47:04701:9:Z4319737471;
Clc1nnc2ccccn12,16,47:04701:2:Z3816293625;47:04716:6:Z3816292300;47:04720:6:Z3816286127;
CC1CCS(=O)(=O)CCN1,288,47:04701:2:Z2371120533;47:04701:3:Z2603107490;47:04701:6:Z2413192899;
c1nc2c(s1)CCNC2,272,47:04701:2:Z2860471659;47:04701:7:Z2873422246;47:04701:9:Z3793836300;
CN1CCCC2CCCCC21,131,47:04701:2:Z4503010244;47:04703:7:Z4502614754;47:04703:8:Z4504262424;
CC1(C)CCc2cc(F)ccc2O1,217,47:04701:2:Z2476300362;47:04701:8:Z3685427844;47:04701:8:Z3679631796;
Cc1c(F)ccc2scnc12,93,47:04701:2:Z4026255286;47:04701:9:Z4026544919;47:04702:3:Z4872281128;
Cn1ncc2c1CCS(=O)(=O)C2,80,47:04701:2:Z5034974657;47:04701:2:Z5034661506;47:04702:5:Z5033338039;
Cc1c(F)cccc1Cl,65,47:04701:2:Z4399813695;47:04702:6:Z4350253046;47:04703:8:Z4420940060;
CN1CCCC2CCCC21,31,47:04701:2:Z4004576516;47:04707:0:Z2071907084;47:04708:9:Z2071748553;
CN1CCCC2CNCCC21,345,47:04701:2:Z1438192784;47:04701:6:Z1444691902;47:04701:7:Z3540534939;
Fc1cccn2cnnc12,164,47:04701:2:Z4291250782;47:04702:4:Z4295363644;47:04704:2:Z4294112326;
Cc1nn(C)cc1N,7,47:04701:2:Z4342468141;47:04702:8:Z3870087374;47:04730:4:Z1883339719;
Nc1nccn2nccc12,55,47:04701:2:Z4324340152;47:04710:2:Z4316007326;47:04712:2:Z5054517488;
O=C1NS(=O)(=O)N2CCCC12,72,47:04701:2:Z4917146352;47:04701:2:Z4917140729;47:04701:3:Z3341972540;
C1CCCOCCC1,75,47:04701:2:Z4151924231;47:04701:3:Z4152018469;47:04702:2:Z4151985250;
OC1CNOCC1O,177,47:04701:2:Z3648491648;47:04701:4:Z3594947699;47:04701:7:Z3594942047;
c1ccc2c3c(oc2c1)CCNC3,112,47:04701:2:Z4173395329;47:04701:2:Z3441313006;47:04702:0:Z3520077477;
Nc1ncc2c(n1)CCNC2,124,47:04701:2:Z1927958544;47:04701:5:Z4123396755;47:04701:9:Z1835893712;
Fc1cc(F)c2c(c1)CCC2,344,47:04701:2:Z3054605822;47:04701:4:Z3192130612;47:04701:5:Z4256982480;
CC1CCC(C)C1(C)C,197,47:04701:3:Z4292690672;47:04702:5:Z2301865325;47:04703:8:Z2302015757;
Cc1ncc(C)c(C)n1,99,47:04701:3:Z1425901211;47:04701:7:Z2700691833;47:04705:8:Z1526975083;
Cc1cc2c(s1)S(=O)(=O)NC2=O,13,47:04701:3:Z4190894586;47:04702:3:Z4190894137;47:04714:6:Z4190891628;
O=S1(=O)CCN2CCNCC2C1,174,47:04701:3:Z2640829806;47:04702:0:Z2640836034;47:04703:8:Z4251489973;
O=S1(=O)CCC2(CCCNC2)C1,218,47:04701:3:Z2972590219;47:04701:3:Z2972590182;47:04703:0:Z2278532400;
C1CCNC2(CC1)CCNCC2,111,47:04701:3:Z4056175918;47:04701:7:Z3808393374;47:04701:9:Z3776766752;
O=C1NCNC12CCNCC2,184,47:04701:3:Z4225701176;47:04701:9:Z4225678291;47:04702:4:Z4225673958;
Cc1coc2c1C(=O)CC(C)(C)C2,116,47:04701:3:Z1190667115;47:04702:6:Z3855622735;47:04704:2:Z1426472627;
Cc1ccc(Cl)cc1O,74,47:04701:3:Z4838819094;47:04702:9:Z4837491073;47:04704:9:Z4838904879;
CN1CCCc2ccccc2C1,199,47:04701:3:Z4154787933;47:04701:5:Z4157666271;47:04701:6:Z4156290650;
Cc1nc2ccc(F)cc2nc1C,79,47:04701:3:Z1680145030;47:04701:3:Z1716483453;47:04701:3:Z2407900197;
Clc1nc2ccccn2n1,163,47:04701:3:Z3668926524;47:04701:3:Z3667521808;47:04701:7:Z3669163916;
O=C1CC2(CCC2)NCCN1,193,47:04701:3:Z2805265979;47:04701:9:Z4507948143;47:04702:4:Z2842191209;
NC1CNCCOC1,235,47:04701:3:Z2784299181;47:04702:0:Z3698255662;47:04702:0:Z3383469562;
C1CC23CNCC2(C1)CNC3,108,47:04701:3:Z3385122087;47:04702:3:Z3385121924;47:04702:4:Z3385116698;
Oc1cccc2c1CCCCN2,63,47:04701:3:Z4470983905;47:04703:7:Z4470987697;47:04704:0:Z4470982673;
Cc1cc(C)nc(C)n1,414,47:04701:3:Z1842001582;47:04701:5:Z4340692715;47:04701:7:Z1698717698;
O=c1[nH]ncc2cc(Cl)ccc12,5,47:04701:3:Z3815151331;47:04701:6:Z3815148402;47:04712:8:Z4122237140;
CC=C1CCC1,1,47:04701:3:Z2529110936;
Fc1ccc(Cl)c2ncccc12,126,47:04701:3:Z3340748359;47:04701:6:Z4078890420;47:04701:6:Z3050550110;
C1CNC2(CCC2)COC1,197,47:04701:3:Z5004882848;47:04701:9:Z4353150983;47:04703:6:Z4347174511;
Nc1csc2cccnc12,95,47:04701:3:Z4293631084;47:04701:6:Z3035075652;47:04702:5:Z4288966659;
O=C1NCCc2cc(F)ccc21,164,47:04701:3:Z3587523507;47:04702:5:Z3547747882;47:04703:0:Z4294686324;
Fc1cc2cccnc2cc1F,110,47:04701:3:Z4503762412;47:04701:3:Z4503762688;47:04701:3:Z4503506290;
CC1NCCn2nccc21,91,47:04701:3:Z5014616265;47:04705:2:Z5023190844;47:04706:7:Z5014485228;
CC1(C)CCc2ccccc2C1,90,47:04701:3:Z2477360779;47:04701:3:Z4712204565;47:04703:1:Z4516255311;
FC1(F)CCNC2(CC2)C1,170,47:04701:3:Z3622140190;47:04701:6:Z3626525757;47:04701:7:Z3626525989;
